call_id,vendor_id,timezone,event_at,vendor_timezone,timezone_conflict
CALL0003586,VND0000006,UTC,2026-01-16 03:53:28,UTC,False
CALL0003587,VND0000001,Asia/Kolkata,2026-01-24 11:57:42,Asia/Kolkata,False
CALL0003588,VND0000013,Asia/Kolkata,2026-07-05 17:11:08,Asia/Kolkata,False
CALL0003589,VND0000004,Asia/Kolkata,2026-07-01 04:12:28,UTC,True
CALL0003590,VND0000008,Asia/Kolkata,2026-05-23 02:41:50,Asia/Kolkata,False
CALL0003591,VND0000008,Asia/Dubai,2026-04-12 11:19:53,Asia/Kolkata,True
CALL0003592,VND0000008,Asia/Dubai,2026-05-26 07:44:10,Asia/Kolkata,True
CALL0003593,VND0000011,UTC,2026-06-17 12:55:26,UTC,False
CALL0003594,VND0000006,Asia/Dubai,2026-06-12 19:54:59,UTC,True
CALL0003595,VND0000010,Asia/Kolkata,2026-06-29 05:38:57,UTC,True
CALL0003596,VND0000009,Asia/Kolkata,2026-01-12 02:45:51,Asia/Kolkata,False
CALL0003597,VND0000002,UTC,2026-03-12 17:29:16,UTC,False
CALL0003598,VND0000009,UTC,2026-07-13 14:13:47,Asia/Kolkata,True
CALL0003599,VND0000008,UTC,2026-07-25 08:40:36,Asia/Kolkata,True
CALL0003600,VND0000005,Asia/Kolkata,2026-06-14 14:27:59,Asia/Kolkata,False
CALL0003601,VND0000003,Asia/Dubai,2026-08-07 06:32:10,UTC,True
CALL0003602,VND0000003,UTC,2026-01-04 05:12:31,UTC,False
CALL0003603,VND0000009,Asia/Kolkata,2026-06-18 20:35:48,Asia/Kolkata,False
CALL0003604,VND0000012,Asia/Dubai,2026-05-15 19:04:05,UTC,True
CALL0003605,VND0000010,Asia/Dubai,2026-07-11 09:17:46,UTC,True
CALL0003606,VND0000005,Asia/Kolkata,2026-06-20 23:20:31,Asia/Kolkata,False
CALL0003607,VND0000015,Asia/Dubai,2026-06-28 02:11:06,Asia/Kolkata,True
CALL0003608,VND0000007,Asia/Dubai,2026-03-05 11:09:05,UTC,True
CALL0003609,VND0000008,Asia/Kolkata,2026-08-01 16:08:54,Asia/Kolkata,False
CALL0003610,VND0000003,Asia/Kolkata,2026-01-17 21:46:01,UTC,True
CALL0003611,VND0000002,UTC,2026-05-21 03:20:39,UTC,False
CALL0003612,VND0000005,UTC,2026-03-04 01:19:25,Asia/Kolkata,True
CALL0003613,VND0000002,Asia/Dubai,2026-02-12 19:24:21,UTC,True
CALL0003614,VND0000002,UTC,2026-07-30 08:11:04,UTC,False
CALL0003615,VND0000015,Asia/Dubai,2026-01-14 03:45:03,Asia/Kolkata,True
CALL0003616,VND0000015,Asia/Dubai,2026-01-29 12:45:35,Asia/Kolkata,True
CALL0003617,VND0000002,Asia/Kolkata,2026-03-13 08:15:24,UTC,True
CALL0003618,VND0000004,Asia/Dubai,2026-03-10 08:14:30,UTC,True
CALL0003619,VND0000003,Asia/Kolkata,2026-06-28 01:29:30,UTC,True
CALL0003620,VND0000004,Asia/Dubai,2026-03-12 04:15:24,UTC,True
CALL0003621,VND0000005,UTC,2026-01-15 10:42:28,Asia/Kolkata,True
CALL0003622,VND0000004,Asia/Kolkata,2026-04-14 14:30:22,UTC,True
CALL0003623,VND0000009,Asia/Kolkata,2026-04-04 22:17:33,Asia/Kolkata,False
CALL0003624,VND0000002,Asia/Dubai,2026-06-13 16:49:27,UTC,True
CALL0003625,VND0000001,UTC,2026-05-30 14:42:04,Asia/Kolkata,True
CALL0003626,VND0000003,Asia/Kolkata,2026-05-21 19:51:02,UTC,True
CALL0003627,VND0000011,Asia/Dubai,2026-07-13 05:32:52,UTC,True
CALL0003628,VND0000012,Asia/Dubai,2026-04-10 12:49:26,UTC,True
CALL0003629,VND0000012,UTC,2026-01-22 22:10:50,UTC,False
CALL0003630,VND0000012,UTC,2026-05-01 11:12:33,UTC,False
CALL0003631,VND0000009,Asia/Kolkata,2026-07-13 07:57:39,Asia/Kolkata,False
CALL0003632,VND0000006,Asia/Dubai,2026-05-15 08:34:49,UTC,True
CALL0003633,VND0000002,Asia/Kolkata,2026-02-15 13:13:44,UTC,True
CALL0003634,VND0000015,Asia/Dubai,2026-05-31 19:50:59,Asia/Kolkata,True
CALL0003635,VND0000009,UTC,2026-03-12 14:00:46,Asia/Kolkata,True
CALL0003636,VND0000005,Asia/Kolkata,2026-05-19 14:31:09,Asia/Kolkata,False
CALL0003637,VND0000015,Asia/Kolkata,2026-08-03 22:47:38,Asia/Kolkata,False
CALL0003638,VND0000013,UTC,2026-06-27 16:28:33,Asia/Kolkata,True
CALL0003639,VND0000013,Asia/Kolkata,2026-05-28 07:49:59,Asia/Kolkata,False
CALL0003640,VND0000010,Asia/Kolkata,2026-05-13 23:16:08,UTC,True
CALL0003641,VND0000005,Asia/Dubai,2026-01-07 18:23:45,Asia/Kolkata,True
CALL0003642,VND0000007,UTC,2026-07-07 08:04:48,UTC,False
CALL0003643,VND0000008,Asia/Kolkata,2026-07-20 14:50:58,Asia/Kolkata,False
CALL0003644,VND0000002,Asia/Dubai,2026-02-11 23:00:46,UTC,True
CALL0003645,VND0000009,UTC,2026-07-04 01:02:44,Asia/Kolkata,True
CALL0003646,VND0000006,UTC,2026-02-13 23:33:26,UTC,False
CALL0003647,VND0000013,Asia/Kolkata,2026-06-24 18:49:36,Asia/Kolkata,False
CALL0003648,VND0000002,Asia/Kolkata,2026-01-31 16:44:26,UTC,True
CALL0003649,VND0000005,Asia/Dubai,2026-01-08 20:54:35,Asia/Kolkata,True
CALL0003650,VND0000010,Asia/Dubai,2026-02-16 14:39:38,UTC,True
CALL0003651,VND0000006,UTC,2026-03-23 03:58:30,UTC,False
CALL0003652,VND0000006,Asia/Dubai,2026-07-04 18:26:19,UTC,True
CALL0003653,VND0000014,Asia/Dubai,2026-04-13 09:45:12,Asia/Kolkata,True
CALL0003654,VND0000004,UTC,2026-01-25 16:48:35,UTC,False
CALL0003655,VND0000012,Asia/Kolkata,2026-07-05 04:09:10,UTC,True
CALL0003656,VND0000009,UTC,2026-05-03 01:31:10,Asia/Kolkata,True
CALL0003657,VND0000001,Asia/Dubai,2026-02-27 15:30:46,Asia/Kolkata,True
CALL0003658,VND0000006,Asia/Kolkata,2026-07-15 07:00:15,UTC,True
CALL0003659,VND0000002,UTC,2026-01-04 14:33:40,UTC,False
CALL0003660,VND0000011,UTC,2026-08-04 20:24:27,UTC,False
CALL0003661,VND0000012,Asia/Kolkata,2026-03-27 22:02:40,UTC,True
CALL0003662,VND0000011,Asia/Dubai,2026-04-07 08:58:25,UTC,True
CALL0003663,VND0000004,Asia/Dubai,2026-05-21 07:57:10,UTC,True
CALL0003664,VND0000012,Asia/Kolkata,2026-02-18 17:39:29,UTC,True
CALL0003665,VND0000013,Asia/Kolkata,2026-04-06 08:58:08,Asia/Kolkata,False
CALL0003666,VND0000002,Asia/Kolkata,2026-06-16 15:13:17,UTC,True
CALL0003667,VND0000010,Asia/Dubai,2026-06-11 03:42:40,UTC,True
CALL0003668,VND0000014,Asia/Kolkata,2026-07-06 02:46:20,Asia/Kolkata,False
CALL0003669,VND0000006,Asia/Dubai,2026-03-19 09:21:27,UTC,True
CALL0003670,VND0000010,Asia/Kolkata,2026-06-30 11:57:01,UTC,True
CALL0003671,VND0000011,Asia/Dubai,2026-07-12 01:18:10,UTC,True
CALL0003672,VND0000010,Asia/Dubai,2026-01-30 01:57:31,UTC,True
CALL0003673,VND0000012,Asia/Dubai,2026-03-19 10:31:26,UTC,True
CALL0003674,VND0000015,Asia/Dubai,2026-03-23 18:00:01,Asia/Kolkata,True
CALL0003675,VND0000013,UTC,2026-05-25 15:57:44,Asia/Kolkata,True
CALL0003676,VND0000006,Asia/Dubai,2026-05-19 20:44:15,UTC,True
CALL0003677,VND0000012,UTC,2026-03-02 08:49:47,UTC,False
CALL0003678,VND0000013,Asia/Kolkata,2026-02-09 16:46:09,Asia/Kolkata,False
CALL0003679,VND0000003,UTC,2026-01-02 06:48:22,UTC,False
CALL0003680,VND0000003,Asia/Dubai,2026-08-02 04:45:56,UTC,True
CALL0003681,VND0000003,UTC,2026-04-30 22:39:59,UTC,False
CALL0003682,VND0000005,UTC,2026-07-18 14:08:28,Asia/Kolkata,True
CALL0003683,VND0000003,Asia/Dubai,2026-04-13 15:48:50,UTC,True
CALL0003684,VND0000010,Asia/Dubai,2026-07-09 17:40:11,UTC,True
CALL0003685,VND0000015,Asia/Kolkata,2026-01-14 02:24:46,Asia/Kolkata,False
CALL0003686,VND0000010,Asia/Kolkata,2026-02-10 04:58:29,UTC,True
CALL0003687,VND0000011,Asia/Dubai,2026-07-04 20:02:59,UTC,True
CALL0003688,VND0000012,UTC,2026-05-23 14:08:09,UTC,False
CALL0003689,VND0000014,UTC,2026-07-25 08:34:07,Asia/Kolkata,True
CALL0003690,VND0000005,Asia/Dubai,2026-02-15 16:26:45,Asia/Kolkata,True
CALL0003691,VND0000005,Asia/Kolkata,2026-05-11 04:32:46,Asia/Kolkata,False
CALL0003692,VND0000002,Asia/Kolkata,2026-07-07 11:55:59,UTC,True
CALL0003693,VND0000003,UTC,2026-03-26 19:40:08,UTC,False
CALL0003694,VND0000006,Asia/Kolkata,2026-05-12 14:14:22,UTC,True
CALL0003695,VND0000010,UTC,2026-01-20 20:35:42,UTC,False
CALL0003696,VND0000001,UTC,2026-06-03 09:09:14,Asia/Kolkata,True
CALL0003697,VND0000001,Asia/Kolkata,2026-06-15 22:29:39,Asia/Kolkata,False
CALL0003698,VND0000005,Asia/Dubai,2026-04-27 22:24:51,Asia/Kolkata,True
CALL0003699,VND0000003,Asia/Kolkata,2026-08-01 15:07:33,UTC,True
CALL0003700,VND0000003,Asia/Dubai,2026-07-26 00:40:28,UTC,True
CALL0003701,VND0000012,UTC,2026-07-04 09:43:18,UTC,False
CALL0003702,VND0000007,Asia/Dubai,2026-02-07 19:00:42,UTC,True
CALL0003703,VND0000005,UTC,2026-03-15 15:02:46,Asia/Kolkata,True
CALL0003704,VND0000013,UTC,2026-04-21 07:02:22,Asia/Kolkata,True
CALL0003705,VND0000015,Asia/Kolkata,2026-01-11 09:08:44,Asia/Kolkata,False
CALL0003706,VND0000005,Asia/Kolkata,2026-02-21 03:23:52,Asia/Kolkata,False
CALL0003707,VND0000001,Asia/Dubai,2026-07-23 05:13:12,Asia/Kolkata,True
CALL0003708,VND0000015,Asia/Kolkata,2026-01-28 11:36:19,Asia/Kolkata,False
CALL0003709,VND0000001,UTC,2026-03-09 17:19:18,Asia/Kolkata,True
CALL0003710,VND0000004,UTC,2026-04-06 01:59:33,UTC,False
CALL0003711,VND0000002,Asia/Kolkata,2026-02-26 17:44:55,UTC,True
CALL0003712,VND0000006,Asia/Kolkata,2026-03-10 00:29:08,UTC,True
CALL0003713,VND0000001,Asia/Dubai,2026-03-20 09:40:41,Asia/Kolkata,True
CALL0003714,VND0000002,UTC,2026-02-09 05:19:45,UTC,False
CALL0003715,VND0000012,Asia/Kolkata,2026-05-26 08:45:33,UTC,True
CALL0003716,VND0000005,Asia/Kolkata,2026-07-12 23:02:36,Asia/Kolkata,False
CALL0003717,VND0000006,Asia/Kolkata,2026-05-06 06:17:09,UTC,True
CALL0003718,VND0000013,UTC,2026-02-21 11:50:07,Asia/Kolkata,True
CALL0003719,VND0000001,Asia/Dubai,2026-07-01 12:43:46,Asia/Kolkata,True
CALL0003720,VND0000005,Asia/Kolkata,2026-04-25 10:51:13,Asia/Kolkata,False
CALL0003721,VND0000013,Asia/Dubai,2026-03-23 07:44:36,Asia/Kolkata,True
CALL0003722,VND0000011,UTC,2026-04-10 20:42:51,UTC,False
CALL0003723,VND0000001,Asia/Dubai,2026-06-15 05:05:53,Asia/Kolkata,True
CALL0003724,VND0000001,Asia/Dubai,2026-07-30 05:54:19,Asia/Kolkata,True
CALL0003725,VND0000004,Asia/Dubai,2026-01-13 18:59:22,UTC,True
CALL0003726,VND0000013,Asia/Kolkata,2026-03-13 07:11:53,Asia/Kolkata,False
CALL0003727,VND0000011,UTC,2026-05-26 00:38:37,UTC,False
CALL0003728,VND0000008,UTC,2026-01-24 02:45:50,Asia/Kolkata,True
CALL0003729,VND0000007,Asia/Dubai,2026-02-01 10:01:26,UTC,True
CALL0003730,VND0000008,UTC,2026-03-04 05:53:08,Asia/Kolkata,True
CALL0003731,VND0000005,Asia/Dubai,2026-06-13 23:57:37,Asia/Kolkata,True
CALL0003732,VND0000002,Asia/Kolkata,2026-06-06 06:23:26,UTC,True
CALL0003733,VND0000005,UTC,2026-05-29 05:52:10,Asia/Kolkata,True
CALL0003734,VND0000004,UTC,2026-04-04 12:19:05,UTC,False
CALL0003735,VND0000014,Asia/Kolkata,2026-04-17 12:19:33,Asia/Kolkata,False
CALL0003736,VND0000008,UTC,2026-07-04 12:34:08,Asia/Kolkata,True
CALL0003737,VND0000011,Asia/Kolkata,2026-06-29 00:35:33,UTC,True
CALL0003738,VND0000011,Asia/Dubai,2026-06-19 08:09:30,UTC,True
CALL0003739,VND0000011,Asia/Dubai,2026-05-04 16:34:19,UTC,True
CALL0003740,VND0000011,UTC,2026-06-24 00:47:00,UTC,False
CALL0003741,VND0000007,UTC,2026-05-24 20:11:48,UTC,False
CALL0003742,VND0000003,Asia/Kolkata,2026-01-26 11:42:57,UTC,True
CALL0003743,VND0000005,Asia/Kolkata,2026-03-09 20:57:26,Asia/Kolkata,False
CALL0003744,VND0000002,Asia/Dubai,2026-03-27 05:59:22,UTC,True
CALL0003745,VND0000013,Asia/Dubai,2026-04-16 10:50:56,Asia/Kolkata,True
CALL0003746,VND0000012,Asia/Kolkata,2026-06-07 13:00:00,UTC,True
CALL0003747,VND0000005,Asia/Kolkata,2026-07-21 23:20:10,Asia/Kolkata,False
CALL0003748,VND0000006,Asia/Dubai,2026-04-02 18:29:42,UTC,True
CALL0003749,VND0000010,Asia/Dubai,2026-05-24 19:19:23,UTC,True
CALL0003750,VND0000015,UTC,2026-02-21 22:34:32,Asia/Kolkata,True
CALL0003751,VND0000015,Asia/Dubai,2026-01-18 20:09:14,Asia/Kolkata,True
CALL0003752,VND0000015,Asia/Kolkata,2026-05-22 10:19:21,Asia/Kolkata,False
CALL0003753,VND0000011,Asia/Dubai,2026-04-28 12:29:23,UTC,True
CALL0003754,VND0000002,Asia/Dubai,2026-04-30 12:04:38,UTC,True
CALL0003755,VND0000008,UTC,2026-03-12 08:28:56,Asia/Kolkata,True
CALL0003756,VND0000007,Asia/Kolkata,2026-02-24 23:15:26,UTC,True
CALL0003757,VND0000005,Asia/Kolkata,2026-03-13 07:43:56,Asia/Kolkata,False
CALL0003758,VND0000001,Asia/Kolkata,2026-05-26 22:42:50,Asia/Kolkata,False
CALL0003759,VND0000010,Asia/Dubai,2026-04-07 03:11:24,UTC,True
CALL0003760,VND0000010,Asia/Kolkata,2026-02-09 22:01:42,UTC,True
CALL0003761,VND0000004,UTC,2026-06-09 15:15:39,UTC,False
CALL0003762,VND0000002,Asia/Kolkata,2026-06-24 03:10:37,UTC,True
CALL0003763,VND0000007,UTC,2026-05-06 06:17:42,UTC,False
CALL0003764,VND0000008,Asia/Kolkata,2026-06-25 03:51:53,Asia/Kolkata,False
CALL0003765,VND0000005,Asia/Dubai,2026-06-11 14:49:54,Asia/Kolkata,True
CALL0003766,VND0000011,UTC,2026-02-19 06:51:34,UTC,False
CALL0003767,VND0000014,Asia/Kolkata,2026-05-22 06:26:53,Asia/Kolkata,False
CALL0003768,VND0000011,Asia/Kolkata,2026-05-11 01:42:12,UTC,True
CALL0003769,VND0000005,UTC,2026-04-10 03:30:55,Asia/Kolkata,True
CALL0003770,VND0000010,Asia/Dubai,2026-02-02 13:00:57,UTC,True
CALL0003771,VND0000014,UTC,2026-03-18 08:01:26,Asia/Kolkata,True
CALL0003772,VND0000012,UTC,2026-04-18 09:19:44,UTC,False
CALL0003773,VND0000001,UTC,2026-06-11 23:09:22,Asia/Kolkata,True
CALL0003774,VND0000015,Asia/Kolkata,2026-04-04 22:31:52,Asia/Kolkata,False
CALL0003775,VND0000013,Asia/Kolkata,2026-02-09 09:04:45,Asia/Kolkata,False
CALL0003776,VND0000008,UTC,2026-05-28 16:06:21,Asia/Kolkata,True
CALL0003777,VND0000002,Asia/Kolkata,2026-08-01 16:48:59,UTC,True
CALL0003778,VND0000008,UTC,2026-01-14 18:01:36,Asia/Kolkata,True
CALL0003779,VND0000010,Asia/Dubai,2026-01-26 04:25:20,UTC,True
CALL0003780,VND0000005,Asia/Dubai,2026-02-21 13:15:34,Asia/Kolkata,True
CALL0003781,VND0000006,UTC,2026-01-16 11:27:37,UTC,False
CALL0003782,VND0000011,Asia/Kolkata,2026-04-21 19:08:29,UTC,True
CALL0003783,VND0000013,Asia/Dubai,2026-02-14 12:29:31,Asia/Kolkata,True
CALL0003784,VND0000004,Asia/Dubai,2026-05-14 00:22:35,UTC,True
CALL0003785,VND0000008,Asia/Kolkata,2026-01-21 12:08:01,Asia/Kolkata,False
CALL0003786,VND0000015,Asia/Dubai,2026-01-27 14:59:10,Asia/Kolkata,True
CALL0003787,VND0000014,UTC,2026-01-07 03:53:02,Asia/Kolkata,True
CALL0003788,VND0000007,Asia/Dubai,2026-05-06 15:18:55,UTC,True
CALL0003789,VND0000001,Asia/Dubai,2026-01-19 08:54:13,Asia/Kolkata,True
CALL0003790,VND0000001,Asia/Kolkata,2026-07-21 05:17:59,Asia/Kolkata,False
CALL0003791,VND0000011,Asia/Kolkata,2026-05-21 09:50:42,UTC,True
CALL0003792,VND0000002,Asia/Kolkata,2026-07-18 05:50:28,UTC,True
CALL0003793,VND0000004,Asia/Kolkata,2026-05-19 09:58:31,UTC,True
CALL0003794,VND0000001,UTC,2026-01-01 11:42:07,Asia/Kolkata,True
CALL0003795,VND0000011,UTC,2026-06-16 22:34:53,UTC,False
CALL0003796,VND0000007,Asia/Kolkata,2026-04-19 11:26:40,UTC,True
CALL0003797,VND0000004,Asia/Dubai,2026-05-25 12:23:30,UTC,True
CALL0003798,VND0000012,UTC,2026-05-16 05:54:12,UTC,False
CALL0003799,VND0000009,Asia/Dubai,2026-06-05 12:00:35,Asia/Kolkata,True
CALL0003800,VND0000008,UTC,2026-06-16 07:06:05,Asia/Kolkata,True
CALL0003801,VND0000011,Asia/Kolkata,2026-04-04 12:24:03,UTC,True
CALL0003802,VND0000004,Asia/Kolkata,2026-07-01 22:04:23,UTC,True
CALL0003803,VND0000003,Asia/Kolkata,2026-04-01 02:42:23,UTC,True
CALL0003804,VND0000015,UTC,2026-03-01 10:09:43,Asia/Kolkata,True
CALL0003805,VND0000009,Asia/Kolkata,2026-03-23 03:20:42,Asia/Kolkata,False
CALL0003806,VND0000013,Asia/Dubai,2026-08-07 16:27:34,Asia/Kolkata,True
CALL0003807,VND0000009,Asia/Dubai,2026-02-24 00:05:30,Asia/Kolkata,True
CALL0003808,VND0000011,UTC,2026-05-15 23:08:29,UTC,False
CALL0003809,VND0000001,Asia/Kolkata,2026-01-21 04:38:12,Asia/Kolkata,False
CALL0003810,VND0000002,Asia/Dubai,2026-05-05 18:02:36,UTC,True
CALL0003811,VND0000009,UTC,2026-01-26 07:11:54,Asia/Kolkata,True
CALL0003812,VND0000001,UTC,2026-07-01 00:24:01,Asia/Kolkata,True
CALL0003813,VND0000014,UTC,2026-07-29 00:40:33,Asia/Kolkata,True
CALL0003814,VND0000007,Asia/Kolkata,2026-01-08 00:34:58,UTC,True
CALL0003815,VND0000011,Asia/Kolkata,2026-04-18 11:38:06,UTC,True
CALL0003816,VND0000005,UTC,2026-03-08 09:23:10,Asia/Kolkata,True
CALL0003817,VND0000010,Asia/Dubai,2026-02-07 11:23:29,UTC,True
CALL0003818,VND0000014,Asia/Dubai,2026-08-02 06:28:08,Asia/Kolkata,True
CALL0003819,VND0000009,Asia/Kolkata,2026-01-15 02:03:28,Asia/Kolkata,False
CALL0003820,VND0000003,Asia/Dubai,2026-05-16 00:34:30,UTC,True
CALL0003821,VND0000010,UTC,2026-07-22 02:49:45,UTC,False
CALL0003822,VND0000003,Asia/Kolkata,2026-01-02 17:31:39,UTC,True
CALL0003823,VND0000008,Asia/Kolkata,2026-07-13 11:02:54,Asia/Kolkata,False
CALL0003824,VND0000006,Asia/Kolkata,2026-05-09 15:14:57,UTC,True
CALL0003825,VND0000008,UTC,2026-06-21 22:12:59,Asia/Kolkata,True
CALL0003826,VND0000005,Asia/Dubai,2026-04-15 06:12:28,Asia/Kolkata,True
CALL0003827,VND0000003,Asia/Kolkata,2026-06-12 07:26:48,UTC,True
CALL0003828,VND0000009,Asia/Kolkata,2026-01-05 05:38:24,Asia/Kolkata,False
CALL0003829,VND0000015,Asia/Dubai,2026-06-24 20:33:18,Asia/Kolkata,True
CALL0003830,VND0000013,Asia/Dubai,2026-03-16 06:25:30,Asia/Kolkata,True
CALL0003831,VND0000011,Asia/Kolkata,2026-03-16 01:10:56,UTC,True
CALL0003832,VND0000004,UTC,2026-02-26 00:41:53,UTC,False
CALL0003833,VND0000008,Asia/Kolkata,2026-04-01 03:26:00,Asia/Kolkata,False
CALL0003834,VND0000001,Asia/Dubai,2026-01-16 11:21:54,Asia/Kolkata,True
CALL0003835,VND0000007,UTC,2026-08-07 13:46:30,UTC,False
CALL0003836,VND0000002,UTC,2026-05-17 07:48:56,UTC,False
CALL0003837,VND0000010,UTC,2026-04-06 01:16:54,UTC,False
CALL0003838,VND0000004,Asia/Kolkata,2026-05-07 23:55:04,UTC,True
CALL0003839,VND0000013,Asia/Dubai,2026-04-17 13:03:10,Asia/Kolkata,True
CALL0003840,VND0000013,Asia/Kolkata,2026-04-04 06:53:05,Asia/Kolkata,False
CALL0003841,VND0000008,UTC,2026-03-20 18:20:17,Asia/Kolkata,True
CALL0003842,VND0000008,UTC,2026-01-17 20:05:18,Asia/Kolkata,True
CALL0003843,VND0000012,Asia/Kolkata,2026-05-04 03:04:50,UTC,True
CALL0003844,VND0000003,UTC,2026-07-05 08:05:33,UTC,False
CALL0003845,VND0000010,UTC,2026-04-18 14:26:59,UTC,False
CALL0003846,VND0000014,Asia/Dubai,2026-01-21 17:51:21,Asia/Kolkata,True
CALL0003847,VND0000003,Asia/Kolkata,2026-05-27 21:07:36,UTC,True
CALL0003848,VND0000002,Asia/Dubai,2026-04-30 17:43:55,UTC,True
CALL0003849,VND0000008,Asia/Kolkata,2026-01-09 03:23:33,Asia/Kolkata,False
CALL0003850,VND0000009,Asia/Kolkata,2026-05-03 16:05:37,Asia/Kolkata,False
CALL0003851,VND0000007,UTC,2026-08-05 02:02:52,UTC,False
CALL0003852,VND0000014,Asia/Kolkata,2026-02-28 02:36:18,Asia/Kolkata,False
CALL0003853,VND0000015,Asia/Dubai,2026-06-26 02:22:58,Asia/Kolkata,True
CALL0003854,VND0000002,Asia/Dubai,2026-03-30 05:36:29,UTC,True
CALL0003855,VND0000003,UTC,2026-06-13 00:51:31,UTC,False
CALL0003856,VND0000012,Asia/Dubai,2026-04-19 00:11:56,UTC,True
CALL0003857,VND0000010,Asia/Kolkata,2026-03-25 08:37:10,UTC,True
CALL0003858,VND0000007,UTC,2026-04-13 18:27:02,UTC,False
CALL0003859,VND0000004,UTC,2026-04-03 08:46:06,UTC,False
CALL0003860,VND0000011,UTC,2026-01-23 10:10:15,UTC,False
CALL0003861,VND0000007,UTC,2026-06-21 02:52:52,UTC,False
CALL0003862,VND0000014,Asia/Kolkata,2026-07-07 12:39:21,Asia/Kolkata,False
CALL0003863,VND0000003,UTC,2026-07-10 14:13:24,UTC,False
CALL0003864,VND0000014,Asia/Kolkata,2026-02-04 11:55:19,Asia/Kolkata,False
CALL0003865,VND0000015,Asia/Dubai,2026-03-17 07:36:55,Asia/Kolkata,True
CALL0003866,VND0000014,UTC,2026-06-17 10:50:24,Asia/Kolkata,True
CALL0003867,VND0000015,Asia/Dubai,2026-03-07 03:45:35,Asia/Kolkata,True
CALL0003868,VND0000001,Asia/Dubai,2026-07-12 17:14:01,Asia/Kolkata,True
CALL0003869,VND0000012,Asia/Dubai,2026-06-12 13:35:11,UTC,True
CALL0003870,VND0000006,UTC,2026-01-31 09:50:22,UTC,False
CALL0003871,VND0000004,UTC,2026-05-29 11:10:39,UTC,False
CALL0003872,VND0000011,Asia/Dubai,2026-04-20 01:55:18,UTC,True
CALL0003873,VND0000001,UTC,2026-01-31 22:59:46,Asia/Kolkata,True
CALL0003874,VND0000006,UTC,2026-01-14 22:27:01,UTC,False
CALL0003875,VND0000014,UTC,2026-05-23 15:10:36,Asia/Kolkata,True
CALL0003876,VND0000009,UTC,2026-05-21 08:18:27,Asia/Kolkata,True
CALL0003877,VND0000014,Asia/Dubai,2026-05-08 20:45:37,Asia/Kolkata,True
CALL0003878,VND0000014,Asia/Kolkata,2026-01-14 10:57:56,Asia/Kolkata,False
CALL0003879,VND0000012,Asia/Dubai,2026-04-07 08:27:33,UTC,True
CALL0003880,VND0000003,UTC,2026-07-26 02:39:46,UTC,False
CALL0003881,VND0000010,UTC,2026-06-27 07:19:31,UTC,False
CALL0003882,VND0000012,UTC,2026-05-04 15:50:19,UTC,False
CALL0003883,VND0000005,Asia/Dubai,2026-07-05 17:14:55,Asia/Kolkata,True
CALL0003884,VND0000006,Asia/Dubai,2026-01-28 11:30:31,UTC,True
CALL0003885,VND0000010,Asia/Dubai,2026-02-22 15:43:05,UTC,True
CALL0003886,VND0000014,Asia/Kolkata,2026-01-26 22:03:46,Asia/Kolkata,False
CALL0003887,VND0000013,Asia/Dubai,2026-05-17 02:32:03,Asia/Kolkata,True
CALL0003888,VND0000007,Asia/Dubai,2026-04-07 11:19:21,UTC,True
CALL0003889,VND0000001,Asia/Kolkata,2026-02-02 05:27:29,Asia/Kolkata,False
CALL0003890,VND0000004,Asia/Dubai,2026-01-14 09:40:56,UTC,True
CALL0003891,VND0000009,Asia/Kolkata,2026-02-02 15:57:14,Asia/Kolkata,False
CALL0003892,VND0000008,UTC,2026-04-26 20:14:57,Asia/Kolkata,True
CALL0003893,VND0000014,UTC,2026-02-24 13:22:11,Asia/Kolkata,True
CALL0003894,VND0000005,Asia/Dubai,2026-05-02 16:16:42,Asia/Kolkata,True
CALL0003895,VND0000005,Asia/Kolkata,2026-07-01 20:14:07,Asia/Kolkata,False
CALL0003896,VND0000001,Asia/Dubai,2026-02-23 01:46:24,Asia/Kolkata,True
CALL0003897,VND0000006,Asia/Dubai,2026-02-17 08:18:42,UTC,True
CALL0003898,VND0000002,Asia/Dubai,2026-06-06 04:14:20,UTC,True
CALL0003899,VND0000002,UTC,2026-04-26 01:30:56,UTC,False
CALL0003900,VND0000008,UTC,2026-05-30 19:59:39,Asia/Kolkata,True
CALL0003901,VND0000006,UTC,2026-07-11 13:43:42,UTC,False
CALL0003902,VND0000003,Asia/Dubai,2026-01-08 13:43:06,UTC,True
CALL0003903,VND0000011,Asia/Kolkata,2026-02-15 01:28:23,UTC,True
CALL0003904,VND0000007,UTC,2026-05-20 11:08:33,UTC,False
CALL0003905,VND0000004,Asia/Kolkata,2026-05-03 05:44:27,UTC,True
CALL0003906,VND0000012,Asia/Kolkata,2026-04-15 03:26:55,UTC,True
CALL0003907,VND0000010,UTC,2026-06-04 01:06:26,UTC,False
CALL0003908,VND0000006,UTC,2026-01-06 04:08:17,UTC,False
CALL0003909,VND0000013,Asia/Kolkata,2026-07-26 14:19:02,Asia/Kolkata,False
CALL0003910,VND0000004,Asia/Kolkata,2026-06-10 04:07:24,UTC,True
CALL0003911,VND0000015,UTC,2026-07-20 10:13:46,Asia/Kolkata,True
CALL0003912,VND0000013,Asia/Kolkata,2026-04-15 01:06:03,Asia/Kolkata,False
CALL0003913,VND0000006,Asia/Dubai,2026-03-26 14:20:12,UTC,True
