account_id,pre7_payer,post7_payer,pre7_cash,post7_cash
ACC0003555,False,False,0.0,0.0
ACC0003556,False,True,0.0,146212.54
ACC0003561,False,False,0.0,0.0
ACC0003562,False,False,0.0,0.0
ACC0003567,False,False,0.0,0.0
ACC0003568,False,False,0.0,0.0
ACC0003570,False,False,0.0,0.0
ACC0003579,False,False,0.0,0.0
ACC0003580,False,False,0.0,0.0
ACC0003585,False,False,0.0,0.0
ACC0003588,False,False,0.0,0.0
ACC0003589,False,False,0.0,0.0
ACC0003593,False,False,0.0,0.0
ACC0003595,False,False,0.0,0.0
ACC0003604,False,False,0.0,0.0
ACC0003611,False,False,0.0,0.0
ACC0003614,False,False,0.0,0.0
ACC0003618,False,False,0.0,0.0
ACC0003622,False,False,0.0,0.0
ACC0003626,False,False,0.0,0.0
ACC0003633,False,False,0.0,0.0
ACC0003649,False,False,0.0,0.0
ACC0003661,False,False,0.0,0.0
ACC0003667,False,False,0.0,0.0
ACC0003676,False,False,0.0,0.0
ACC0003679,False,False,0.0,0.0
ACC0003680,False,False,0.0,0.0
ACC0003682,False,False,0.0,0.0
ACC0003683,False,False,0.0,0.0
ACC0003684,False,False,0.0,0.0
ACC0003695,False,False,0.0,0.0
ACC0003696,True,False,108019.14,0.0
ACC0003697,False,False,0.0,0.0
ACC0003708,False,False,0.0,0.0
ACC0003710,False,False,0.0,0.0
ACC0003718,False,False,0.0,0.0
ACC0003720,False,False,0.0,0.0
ACC0003727,False,False,0.0,0.0
ACC0003733,False,False,0.0,0.0
ACC0003739,False,False,0.0,0.0
ACC0003748,False,False,0.0,0.0
ACC0003750,False,False,0.0,0.0
ACC0003754,False,False,0.0,0.0
ACC0003758,False,False,0.0,0.0
ACC0003760,False,False,0.0,0.0
ACC0003763,False,False,0.0,0.0
ACC0003765,False,False,0.0,0.0
ACC0003770,False,False,0.0,0.0
ACC0003781,False,False,0.0,0.0
ACC0003782,False,False,0.0,0.0
ACC0003784,False,False,0.0,0.0
ACC0003796,False,False,0.0,0.0
ACC0003805,False,False,0.0,0.0
ACC0003807,False,False,0.0,0.0
ACC0003810,False,False,0.0,0.0
ACC0003817,False,False,0.0,0.0
ACC0003818,False,False,0.0,0.0
ACC0003820,False,False,0.0,0.0
ACC0003825,False,False,0.0,0.0
ACC0003832,False,False,0.0,0.0
ACC0003837,False,False,0.0,0.0
ACC0003841,False,False,0.0,0.0
ACC0003849,False,False,0.0,0.0
ACC0003852,False,False,0.0,0.0
ACC0003864,False,False,0.0,0.0
ACC0003866,False,False,0.0,0.0
ACC0003884,False,False,0.0,0.0
ACC0003890,False,False,0.0,0.0
ACC0003891,False,False,0.0,0.0
ACC0003893,False,False,0.0,0.0
ACC0003894,False,False,0.0,0.0
ACC0003896,False,False,0.0,0.0
ACC0003898,False,False,0.0,0.0
ACC0003901,False,False,0.0,0.0
ACC0003903,False,False,0.0,0.0
ACC0003905,False,False,0.0,0.0
ACC0003914,False,False,0.0,0.0
ACC0003932,False,False,0.0,0.0
ACC0003942,False,False,0.0,0.0
ACC0003947,False,False,0.0,0.0
ACC0003948,False,False,0.0,0.0
ACC0003955,False,False,0.0,0.0
ACC0003958,False,False,0.0,0.0
ACC0003962,False,False,0.0,0.0
ACC0003963,False,False,0.0,0.0
ACC0003965,False,False,0.0,0.0
ACC0003970,False,False,0.0,0.0
ACC0003974,False,False,0.0,0.0
ACC0003975,False,False,0.0,0.0
ACC0003983,False,False,0.0,0.0
ACC0003990,False,False,0.0,0.0
ACC0004007,False,False,0.0,0.0
ACC0004008,False,False,0.0,0.0
ACC0004014,False,False,0.0,0.0
ACC0004015,False,False,0.0,0.0
ACC0004016,False,False,0.0,0.0
ACC0004019,False,False,0.0,0.0
ACC0004021,False,False,0.0,0.0
ACC0004022,False,False,0.0,0.0
ACC0004030,False,False,0.0,0.0
ACC0004034,False,False,0.0,0.0
ACC0004038,False,False,0.0,0.0
ACC0004039,False,False,0.0,0.0
ACC0004044,False,False,0.0,0.0
ACC0004060,False,False,0.0,0.0
ACC0004061,False,True,0.0,1753.73
ACC0004070,True,False,65303.41,0.0
ACC0004072,False,False,0.0,0.0
ACC0004077,False,False,0.0,0.0
ACC0004082,False,False,0.0,0.0
ACC0004093,False,False,0.0,0.0
ACC0004101,False,False,0.0,0.0
ACC0004105,False,False,0.0,0.0
ACC0004111,False,False,0.0,0.0
ACC0004118,False,False,0.0,0.0
ACC0004138,False,False,0.0,0.0
ACC0004146,False,False,0.0,0.0
ACC0004165,False,False,0.0,0.0
ACC0004175,False,False,0.0,0.0
ACC0004181,False,False,0.0,0.0
ACC0004197,False,False,0.0,0.0
ACC0004209,False,False,0.0,0.0
ACC0004210,False,False,0.0,0.0
ACC0004212,False,False,0.0,0.0
ACC0004222,False,False,0.0,0.0
ACC0004228,False,False,0.0,0.0
ACC0004233,False,False,0.0,0.0
ACC0004240,False,False,0.0,0.0
ACC0004245,False,False,0.0,0.0
ACC0004247,False,False,0.0,0.0
ACC0004251,False,False,0.0,0.0
ACC0004257,False,False,0.0,0.0
ACC0004274,False,False,0.0,0.0
ACC0004275,False,False,0.0,0.0
ACC0004276,False,False,0.0,0.0
ACC0004278,False,False,0.0,0.0
ACC0004279,False,False,0.0,0.0
ACC0004282,False,False,0.0,0.0
ACC0004283,False,False,0.0,0.0
ACC0004289,False,False,0.0,0.0
ACC0004290,False,False,0.0,0.0
ACC0004292,False,False,0.0,0.0
ACC0004297,False,False,0.0,0.0
ACC0004302,True,False,133716.8,0.0
ACC0004305,False,False,0.0,0.0
ACC0004317,False,False,0.0,0.0
ACC0004322,False,False,0.0,0.0
ACC0004340,False,False,0.0,0.0
ACC0004345,False,False,0.0,0.0
ACC0004363,False,False,0.0,0.0
ACC0004369,False,False,0.0,0.0
ACC0004380,False,False,0.0,0.0
ACC0004383,False,False,0.0,0.0
ACC0004388,False,False,0.0,0.0
ACC0004394,False,False,0.0,0.0
ACC0004395,False,False,0.0,0.0
ACC0004398,False,False,0.0,0.0
ACC0004419,False,False,0.0,0.0
ACC0004426,False,False,0.0,0.0
ACC0004443,False,False,0.0,0.0
ACC0004447,False,False,0.0,0.0
ACC0004459,False,False,0.0,0.0
ACC0004466,False,False,0.0,0.0
ACC0004471,False,False,0.0,0.0
ACC0004472,False,False,0.0,0.0
ACC0004482,False,False,0.0,0.0
ACC0004485,False,False,0.0,0.0
ACC0004492,False,False,0.0,0.0
ACC0004499,False,False,0.0,0.0
ACC0004500,False,False,0.0,0.0
ACC0004505,False,False,0.0,0.0
ACC0004514,False,False,0.0,0.0
ACC0004521,False,False,0.0,0.0
ACC0004522,False,False,0.0,0.0
ACC0004523,False,False,0.0,0.0
ACC0004524,False,False,0.0,0.0
ACC0004525,False,False,0.0,0.0
ACC0004526,False,False,0.0,0.0
ACC0004534,False,False,0.0,0.0
ACC0004535,False,False,0.0,0.0
ACC0004538,False,False,0.0,0.0
ACC0004550,False,False,0.0,0.0
ACC0004554,False,False,0.0,0.0
ACC0004561,False,False,0.0,0.0
ACC0004568,False,False,0.0,0.0
ACC0004576,False,False,0.0,0.0
ACC0004582,False,False,0.0,0.0
ACC0004587,False,False,0.0,0.0
ACC0004593,False,False,0.0,0.0
ACC0004595,False,False,0.0,0.0
ACC0004599,False,False,0.0,0.0
ACC0004602,False,False,0.0,0.0
ACC0004619,False,False,0.0,0.0
ACC0004620,False,False,0.0,0.0
ACC0004623,False,False,0.0,0.0
ACC0004627,False,False,0.0,0.0
ACC0004633,False,True,0.0,71012.23
ACC0004643,False,False,0.0,0.0
ACC0004645,False,False,0.0,0.0
ACC0004647,False,False,0.0,0.0
ACC0004650,False,False,0.0,0.0
ACC0004651,False,False,0.0,0.0
ACC0004664,False,False,0.0,0.0
ACC0004674,False,False,0.0,0.0
ACC0004679,False,False,0.0,0.0
ACC0004691,False,False,0.0,0.0
ACC0004697,False,False,0.0,0.0
ACC0004702,False,False,0.0,0.0
ACC0004703,False,False,0.0,0.0
ACC0004713,False,False,0.0,0.0
ACC0004714,False,False,0.0,0.0
ACC0004746,False,False,0.0,0.0
ACC0004753,False,False,0.0,0.0
ACC0004755,False,False,0.0,0.0
ACC0004758,False,False,0.0,0.0
ACC0004761,False,False,0.0,0.0
ACC0004767,False,False,0.0,0.0
ACC0004773,False,False,0.0,0.0
ACC0004779,False,False,0.0,0.0
ACC0004780,False,False,0.0,0.0
ACC0004785,False,False,0.0,0.0
ACC0004789,False,False,0.0,0.0
ACC0004796,False,False,0.0,0.0
ACC0004797,False,False,0.0,0.0
ACC0004807,False,False,0.0,0.0
ACC0004811,False,False,0.0,0.0
ACC0004813,False,False,0.0,0.0
ACC0004815,False,False,0.0,0.0
ACC0004818,False,False,0.0,0.0
ACC0004820,False,False,0.0,0.0
ACC0004831,False,False,0.0,0.0
ACC0004832,False,False,0.0,0.0
ACC0004833,False,False,0.0,0.0
ACC0004834,False,False,0.0,0.0
ACC0004836,False,True,0.0,73969.35
ACC0004839,False,False,0.0,0.0
ACC0004844,False,False,0.0,0.0
ACC0004852,False,False,0.0,0.0
ACC0004853,False,False,0.0,0.0
ACC0004859,False,False,0.0,0.0
ACC0004860,False,False,0.0,0.0
ACC0004863,False,False,0.0,0.0
ACC0004868,False,False,0.0,0.0
ACC0004869,False,False,0.0,0.0
ACC0004872,False,False,0.0,0.0
ACC0004874,False,False,0.0,0.0
ACC0004875,False,False,0.0,0.0
ACC0004878,False,False,0.0,0.0
ACC0004891,False,False,0.0,0.0
ACC0004898,False,False,0.0,0.0
ACC0004909,False,False,0.0,0.0
ACC0004914,False,False,0.0,0.0
ACC0004919,False,False,0.0,0.0
ACC0004921,False,False,0.0,0.0
ACC0004934,False,False,0.0,0.0
ACC0004943,False,False,0.0,0.0
ACC0004951,False,True,0.0,82458.74
ACC0004954,False,False,0.0,0.0
ACC0004964,False,False,0.0,0.0
ACC0004977,False,False,0.0,0.0
ACC0004996,False,False,0.0,0.0
ACC0004998,False,False,0.0,0.0
ACC0005000,False,False,0.0,0.0
ACC0005008,False,False,0.0,0.0
ACC0005019,False,False,0.0,0.0
ACC0005029,False,False,0.0,0.0
ACC0005035,False,False,0.0,0.0
ACC0005041,False,False,0.0,0.0
ACC0005043,False,False,0.0,0.0
ACC0005044,False,False,0.0,0.0
ACC0005048,False,False,0.0,0.0
ACC0005058,False,False,0.0,0.0
ACC0005059,False,False,0.0,0.0
ACC0005060,False,False,0.0,0.0
ACC0005069,False,False,0.0,0.0
ACC0005072,False,False,0.0,0.0
ACC0005073,False,False,0.0,0.0
ACC0005100,False,False,0.0,0.0
ACC0005103,False,False,0.0,0.0
ACC0005105,False,False,0.0,0.0
ACC0005109,False,False,0.0,0.0
ACC0005113,False,False,0.0,0.0
ACC0005121,True,False,129138.66,0.0
ACC0005129,False,False,0.0,0.0
ACC0005133,False,False,0.0,0.0
ACC0005134,False,False,0.0,0.0
ACC0005143,False,False,0.0,0.0
ACC0005149,False,False,0.0,0.0
ACC0005154,False,False,0.0,0.0
ACC0005160,False,False,0.0,0.0
ACC0005162,False,False,0.0,0.0
ACC0005169,False,False,0.0,0.0
ACC0005171,False,False,0.0,0.0
ACC0005183,False,False,0.0,0.0
ACC0005188,False,False,0.0,0.0
ACC0005190,True,False,82429.75,0.0
ACC0005192,False,False,0.0,0.0
ACC0005194,False,False,0.0,0.0
ACC0005196,False,False,0.0,0.0
ACC0005198,False,False,0.0,0.0
ACC0005203,False,False,0.0,0.0
ACC0005204,False,False,0.0,0.0
ACC0005205,False,True,0.0,8747.86
ACC0005206,False,False,0.0,0.0
ACC0005210,False,False,0.0,0.0
ACC0005216,False,False,0.0,0.0
ACC0005239,False,False,0.0,0.0
ACC0005244,False,False,0.0,0.0
ACC0005245,False,False,0.0,0.0
ACC0005248,False,False,0.0,0.0
ACC0005255,False,False,0.0,0.0
ACC0005257,False,False,0.0,0.0
ACC0005267,False,False,0.0,0.0
ACC0005276,False,False,0.0,0.0
ACC0005278,False,False,0.0,0.0
ACC0005280,False,False,0.0,0.0
ACC0005281,False,False,0.0,0.0
ACC0005292,False,False,0.0,0.0
ACC0005296,False,False,0.0,0.0
ACC0005301,False,False,0.0,0.0
ACC0005302,False,False,0.0,0.0
ACC0005307,False,False,0.0,0.0
ACC0005317,False,False,0.0,0.0
ACC0005323,False,False,0.0,0.0
ACC0005326,False,False,0.0,0.0
ACC0005329,False,False,0.0,0.0
ACC0005333,False,False,0.0,0.0
ACC0005348,False,False,0.0,0.0
ACC0005355,False,False,0.0,0.0
ACC0005356,False,False,0.0,0.0
ACC0005357,False,False,0.0,0.0
ACC0005359,False,False,0.0,0.0
ACC0005365,False,False,0.0,0.0
ACC0005383,False,False,0.0,0.0
ACC0005404,False,False,0.0,0.0
ACC0005407,False,False,0.0,0.0
ACC0005420,False,False,0.0,0.0
ACC0005427,False,False,0.0,0.0
ACC0005430,False,False,0.0,0.0
ACC0005437,False,False,0.0,0.0
ACC0005441,False,False,0.0,0.0
ACC0005445,False,False,0.0,0.0
ACC0005447,False,False,0.0,0.0
ACC0005450,False,False,0.0,0.0
ACC0005451,False,False,0.0,0.0
ACC0005452,False,False,0.0,0.0
ACC0005464,False,False,0.0,0.0
ACC0005465,False,False,0.0,0.0
ACC0005472,False,False,0.0,0.0
ACC0005474,False,False,0.0,0.0
ACC0005486,False,False,0.0,0.0
ACC0005490,False,False,0.0,0.0
ACC0005495,False,False,0.0,0.0
ACC0005497,False,False,0.0,0.0
ACC0005499,False,False,0.0,0.0
ACC0005513,False,False,0.0,0.0
ACC0005516,False,False,0.0,0.0
ACC0005531,False,False,0.0,0.0
ACC0005532,False,False,0.0,0.0
ACC0005534,False,False,0.0,0.0
ACC0005555,False,False,0.0,0.0
ACC0005569,False,False,0.0,0.0
ACC0005574,False,False,0.0,0.0
ACC0005579,False,False,0.0,0.0
ACC0005583,False,False,0.0,0.0
ACC0005599,False,False,0.0,0.0
ACC0005602,False,False,0.0,0.0
ACC0005608,False,False,0.0,0.0
ACC0005609,False,False,0.0,0.0
ACC0005611,False,False,0.0,0.0
ACC0005613,False,False,0.0,0.0
ACC0005622,False,False,0.0,0.0
ACC0005625,False,False,0.0,0.0
ACC0005627,False,False,0.0,0.0
ACC0005630,False,False,0.0,0.0
ACC0005633,False,False,0.0,0.0
ACC0005642,False,False,0.0,0.0
ACC0005651,False,False,0.0,0.0
ACC0005652,False,False,0.0,0.0
ACC0005654,False,False,0.0,0.0
ACC0005656,False,False,0.0,0.0
ACC0005660,False,False,0.0,0.0
ACC0005666,False,False,0.0,0.0
ACC0005673,False,False,0.0,0.0
ACC0005675,False,False,0.0,0.0
ACC0005681,False,False,0.0,0.0
ACC0005686,False,False,0.0,0.0
ACC0005688,False,False,0.0,0.0
ACC0005690,False,False,0.0,0.0
ACC0005691,False,False,0.0,0.0
ACC0005694,False,False,0.0,0.0
ACC0005699,False,False,0.0,0.0
ACC0005701,False,False,0.0,0.0
ACC0005708,False,False,0.0,0.0
ACC0005709,True,False,62875.21,0.0
ACC0005719,False,False,0.0,0.0
ACC0005720,False,False,0.0,0.0
ACC0005724,True,False,130976.66,0.0
ACC0005726,False,False,0.0,0.0
ACC0005729,False,False,0.0,0.0
ACC0005735,False,False,0.0,0.0
ACC0005738,False,False,0.0,0.0
ACC0005742,False,False,0.0,0.0
ACC0005743,False,False,0.0,0.0
ACC0005763,False,False,0.0,0.0
ACC0005764,False,False,0.0,0.0
ACC0005765,False,False,0.0,0.0
ACC0005767,False,False,0.0,0.0
ACC0005778,False,False,0.0,0.0
ACC0005779,False,False,0.0,0.0
ACC0005781,False,False,0.0,0.0
ACC0005783,False,False,0.0,0.0
ACC0005786,False,False,0.0,0.0
ACC0005790,False,False,0.0,0.0
ACC0005792,False,False,0.0,0.0
ACC0005793,False,False,0.0,0.0
ACC0005804,False,False,0.0,0.0
ACC0005810,False,False,0.0,0.0
ACC0005815,False,False,0.0,0.0
ACC0005816,False,False,0.0,0.0
ACC0005818,False,False,0.0,0.0
ACC0005820,False,False,0.0,0.0
ACC0005828,False,False,0.0,0.0
ACC0005832,False,False,0.0,0.0
ACC0005836,False,False,0.0,0.0
ACC0005856,False,False,0.0,0.0
ACC0005859,False,False,0.0,0.0
ACC0005865,False,False,0.0,0.0
ACC0005866,False,False,0.0,0.0
ACC0005867,False,False,0.0,0.0
ACC0005877,False,False,0.0,0.0
ACC0005882,False,False,0.0,0.0
ACC0005885,False,False,0.0,0.0
ACC0005887,False,False,0.0,0.0
ACC0005890,False,False,0.0,0.0
ACC0005894,False,False,0.0,0.0
ACC0005901,False,False,0.0,0.0
ACC0005903,False,False,0.0,0.0
ACC0005909,False,False,0.0,0.0
ACC0005915,False,False,0.0,0.0
ACC0005924,False,False,0.0,0.0
ACC0005927,False,False,0.0,0.0
ACC0005933,False,False,0.0,0.0
ACC0005934,False,False,0.0,0.0
ACC0005936,False,False,0.0,0.0
ACC0005941,False,False,0.0,0.0
ACC0005945,False,False,0.0,0.0
ACC0005946,False,False,0.0,0.0
ACC0005949,False,False,0.0,0.0
ACC0005953,False,False,0.0,0.0
ACC0005959,False,False,0.0,0.0
ACC0005969,False,False,0.0,0.0
ACC0005990,False,False,0.0,0.0
ACC0005994,False,False,0.0,0.0
ACC0006001,False,False,0.0,0.0
ACC0006004,False,False,0.0,0.0
ACC0006019,False,False,0.0,0.0
ACC0006034,False,False,0.0,0.0
ACC0006035,False,False,0.0,0.0
ACC0006038,False,False,0.0,0.0
ACC0006041,False,False,0.0,0.0
ACC0006044,False,False,0.0,0.0
ACC0006051,False,False,0.0,0.0
ACC0006052,False,False,0.0,0.0
ACC0006057,False,False,0.0,0.0
ACC0006059,False,False,0.0,0.0
ACC0006062,False,False,0.0,0.0
ACC0006065,False,False,0.0,0.0
ACC0006069,False,False,0.0,0.0
ACC0006071,False,False,0.0,0.0
ACC0006073,False,False,0.0,0.0
ACC0006076,False,False,0.0,0.0
ACC0006078,False,False,0.0,0.0
ACC0006084,False,False,0.0,0.0
ACC0006101,False,False,0.0,0.0
ACC0006103,False,False,0.0,0.0
ACC0006106,True,False,40912.59,0.0
ACC0006107,False,False,0.0,0.0
ACC0006108,False,False,0.0,0.0
ACC0006109,False,False,0.0,0.0
ACC0006111,False,False,0.0,0.0
ACC0006118,False,False,0.0,0.0
ACC0006119,False,False,0.0,0.0
ACC0006126,False,False,0.0,0.0
ACC0006153,False,False,0.0,0.0
ACC0006167,False,False,0.0,0.0
ACC0006177,False,False,0.0,0.0
ACC0006179,False,False,0.0,0.0
ACC0006191,False,False,0.0,0.0
ACC0006196,False,False,0.0,0.0
ACC0006209,False,False,0.0,0.0
ACC0006210,False,False,0.0,0.0
ACC0006216,False,False,0.0,0.0
ACC0006223,False,False,0.0,0.0
ACC0006224,False,False,0.0,0.0
ACC0006230,False,False,0.0,0.0
ACC0006258,False,False,0.0,0.0
ACC0006262,False,False,0.0,0.0
ACC0006276,False,False,0.0,0.0
ACC0006298,False,False,0.0,0.0
ACC0006299,False,False,0.0,0.0
ACC0006307,False,False,0.0,0.0
ACC0006312,False,False,0.0,0.0
ACC0006332,False,False,0.0,0.0
ACC0006333,False,False,0.0,0.0
ACC0006341,False,False,0.0,0.0
ACC0006347,False,False,0.0,0.0
ACC0006357,False,False,0.0,0.0
ACC0006362,False,False,0.0,0.0
ACC0006381,False,False,0.0,0.0
ACC0006387,False,False,0.0,0.0
ACC0006391,False,False,0.0,0.0
ACC0006392,False,False,0.0,0.0
ACC0006408,False,False,0.0,0.0
ACC0006409,False,False,0.0,0.0
ACC0006418,False,False,0.0,0.0
ACC0006420,False,False,0.0,0.0
ACC0006427,False,False,0.0,0.0
ACC0006439,False,False,0.0,0.0
ACC0006440,False,False,0.0,0.0
ACC0006446,False,False,0.0,0.0
ACC0006464,False,False,0.0,0.0
ACC0006467,False,False,0.0,0.0
ACC0006473,False,False,0.0,0.0
ACC0006477,False,False,0.0,0.0
ACC0006479,False,False,0.0,0.0
ACC0006484,False,False,0.0,0.0
ACC0006487,False,False,0.0,0.0
ACC0006491,False,False,0.0,0.0
ACC0006493,False,False,0.0,0.0
ACC0006495,False,False,0.0,0.0
ACC0006497,False,False,0.0,0.0
ACC0006499,False,False,0.0,0.0
ACC0006501,False,False,0.0,0.0
ACC0006507,False,False,0.0,0.0
ACC0006515,False,False,0.0,0.0
ACC0006516,False,False,0.0,0.0
ACC0006524,False,False,0.0,0.0
ACC0006529,False,False,0.0,0.0
ACC0006532,False,False,0.0,0.0
ACC0006551,False,False,0.0,0.0
ACC0006552,False,False,0.0,0.0
ACC0006555,False,False,0.0,0.0
ACC0006574,False,False,0.0,0.0
ACC0006587,False,False,0.0,0.0
ACC0006592,False,False,0.0,0.0
ACC0006595,False,False,0.0,0.0
ACC0006596,False,False,0.0,0.0
ACC0006602,False,False,0.0,0.0
ACC0006603,False,False,0.0,0.0
ACC0006605,False,False,0.0,0.0
ACC0006606,False,False,0.0,0.0
ACC0006609,False,False,0.0,0.0
ACC0006612,False,False,0.0,0.0
ACC0006627,False,False,0.0,0.0
ACC0006632,False,False,0.0,0.0
ACC0006633,False,False,0.0,0.0
ACC0006634,False,False,0.0,0.0
ACC0006651,False,False,0.0,0.0
ACC0006653,False,False,0.0,0.0
ACC0006658,False,False,0.0,0.0
ACC0006674,False,False,0.0,0.0
ACC0006675,False,False,0.0,0.0
ACC0006694,False,False,0.0,0.0
ACC0006708,False,False,0.0,0.0
ACC0006718,False,False,0.0,0.0
ACC0006719,False,False,0.0,0.0
ACC0006722,False,False,0.0,0.0
ACC0006726,False,False,0.0,0.0
ACC0006727,True,False,109272.67,0.0
ACC0006730,False,False,0.0,0.0
ACC0006733,False,False,0.0,0.0
ACC0006749,False,False,0.0,0.0
ACC0006750,False,False,0.0,0.0
ACC0006751,False,False,0.0,0.0
ACC0006758,False,False,0.0,0.0
ACC0006764,False,False,0.0,0.0
ACC0006767,False,False,0.0,0.0
ACC0006772,False,False,0.0,0.0
ACC0006779,False,True,0.0,11230.58
ACC0006790,False,False,0.0,0.0
ACC0006794,False,False,0.0,0.0
ACC0006797,False,False,0.0,0.0
ACC0006803,False,False,0.0,0.0
ACC0006805,False,False,0.0,0.0
ACC0006806,False,False,0.0,0.0
ACC0006807,True,False,88842.36,0.0
ACC0006810,False,False,0.0,0.0
ACC0006813,False,False,0.0,0.0
ACC0006822,False,False,0.0,0.0
ACC0006823,False,False,0.0,0.0
ACC0006833,False,False,0.0,0.0
ACC0006835,False,False,0.0,0.0
ACC0006836,False,False,0.0,0.0
ACC0006839,False,False,0.0,0.0
ACC0006861,False,False,0.0,0.0
ACC0006863,False,False,0.0,0.0
ACC0006866,False,False,0.0,0.0
ACC0006879,False,False,0.0,0.0
ACC0006885,False,True,0.0,110776.66
ACC0006889,False,False,0.0,0.0
ACC0006890,False,False,0.0,0.0
ACC0006894,False,False,0.0,0.0
ACC0006902,False,False,0.0,0.0
ACC0006904,False,False,0.0,0.0
ACC0006916,False,False,0.0,0.0
ACC0006917,False,False,0.0,0.0
ACC0006925,False,False,0.0,0.0
ACC0006926,False,False,0.0,0.0
ACC0006928,False,False,0.0,0.0
ACC0006929,False,False,0.0,0.0
ACC0006932,False,False,0.0,0.0
ACC0006941,False,False,0.0,0.0
ACC0006942,False,False,0.0,0.0
ACC0006959,False,False,0.0,0.0
ACC0006960,False,False,0.0,0.0
ACC0006965,False,False,0.0,0.0
ACC0006966,False,False,0.0,0.0
ACC0006970,False,False,0.0,0.0
ACC0006986,False,False,0.0,0.0
ACC0006987,False,False,0.0,0.0
ACC0006993,False,False,0.0,0.0
ACC0007003,False,False,0.0,0.0
ACC0007011,False,False,0.0,0.0
ACC0007012,False,False,0.0,0.0
ACC0007014,False,False,0.0,0.0
ACC0007019,False,False,0.0,0.0
ACC0007022,True,False,17408.31,0.0
ACC0007035,False,False,0.0,0.0
ACC0007036,False,False,0.0,0.0
ACC0007040,False,False,0.0,0.0
ACC0007050,False,False,0.0,0.0
ACC0007051,False,False,0.0,0.0
ACC0007053,False,False,0.0,0.0
ACC0007056,False,False,0.0,0.0
ACC0007060,False,False,0.0,0.0
ACC0007061,False,False,0.0,0.0
ACC0007062,False,False,0.0,0.0
ACC0007064,False,False,0.0,0.0
ACC0007069,False,False,0.0,0.0
ACC0007071,False,False,0.0,0.0
ACC0007072,False,False,0.0,0.0
ACC0007080,False,False,0.0,0.0
ACC0007081,False,False,0.0,0.0
ACC0007083,False,False,0.0,0.0
ACC0007094,False,False,0.0,0.0
ACC0007096,False,False,0.0,0.0
ACC0007097,False,False,0.0,0.0
ACC0007099,False,False,0.0,0.0
ACC0007100,False,False,0.0,0.0
ACC0007106,False,False,0.0,0.0
ACC0007124,False,False,0.0,0.0
ACC0007129,False,False,0.0,0.0
ACC0007138,False,False,0.0,0.0
ACC0007139,False,False,0.0,0.0
ACC0007140,False,False,0.0,0.0
ACC0007143,False,False,0.0,0.0
ACC0007146,False,False,0.0,0.0
ACC0007148,False,False,0.0,0.0
ACC0007161,False,False,0.0,0.0
ACC0007163,False,False,0.0,0.0
ACC0007166,False,False,0.0,0.0
ACC0007175,False,False,0.0,0.0
ACC0007179,False,False,0.0,0.0
ACC0007182,False,False,0.0,0.0
ACC0007184,False,False,0.0,0.0
ACC0007191,False,False,0.0,0.0
ACC0007194,False,False,0.0,0.0
ACC0007196,False,False,0.0,0.0
ACC0007199,False,False,0.0,0.0
ACC0007207,False,False,0.0,0.0
ACC0007211,False,False,0.0,0.0
ACC0007222,False,False,0.0,0.0
ACC0007223,False,False,0.0,0.0
ACC0007224,False,False,0.0,0.0
ACC0007225,False,False,0.0,0.0
ACC0007242,False,False,0.0,0.0
ACC0007244,False,False,0.0,0.0
ACC0007264,False,False,0.0,0.0
ACC0007283,False,False,0.0,0.0
ACC0007288,False,False,0.0,0.0
ACC0007289,False,False,0.0,0.0
ACC0007295,False,False,0.0,0.0
ACC0007298,False,False,0.0,0.0
ACC0007307,False,False,0.0,0.0
ACC0007317,False,False,0.0,0.0
ACC0007325,False,False,0.0,0.0
ACC0007331,False,False,0.0,0.0
ACC0007339,False,False,0.0,0.0
ACC0007344,False,False,0.0,0.0
ACC0007348,False,False,0.0,0.0
ACC0007359,False,False,0.0,0.0
ACC0007361,False,False,0.0,0.0
ACC0007363,False,False,0.0,0.0
ACC0007366,False,False,0.0,0.0
ACC0007370,False,False,0.0,0.0
ACC0007377,False,False,0.0,0.0
ACC0007379,False,False,0.0,0.0
ACC0007385,False,False,0.0,0.0
ACC0007387,False,False,0.0,0.0
ACC0007389,False,False,0.0,0.0
ACC0007390,False,False,0.0,0.0
ACC0007391,False,False,0.0,0.0
ACC0007396,True,False,109081.86,0.0
ACC0007401,False,False,0.0,0.0
ACC0007405,False,False,0.0,0.0
ACC0007416,False,False,0.0,0.0
ACC0007418,False,False,0.0,0.0
ACC0007425,False,False,0.0,0.0
ACC0007436,False,False,0.0,0.0
ACC0007438,False,False,0.0,0.0
ACC0007441,False,False,0.0,0.0
ACC0007449,False,False,0.0,0.0
ACC0007450,False,False,0.0,0.0
ACC0007453,False,False,0.0,0.0
ACC0007458,False,False,0.0,0.0
ACC0007464,False,False,0.0,0.0
ACC0007465,False,False,0.0,0.0
ACC0007469,False,False,0.0,0.0
ACC0007471,False,False,0.0,0.0
ACC0007473,False,False,0.0,0.0
ACC0007477,False,False,0.0,0.0
ACC0007485,False,False,0.0,0.0
ACC0007497,False,False,0.0,0.0
ACC0007499,False,False,0.0,0.0
ACC0007512,False,False,0.0,0.0
ACC0007514,False,False,0.0,0.0
ACC0007522,False,False,0.0,0.0
ACC0007526,False,False,0.0,0.0
ACC0007536,False,False,0.0,0.0
ACC0007542,False,False,0.0,0.0
ACC0007546,False,False,0.0,0.0
ACC0007549,False,False,0.0,0.0
ACC0007554,False,True,0.0,82881.38
