month,agent_id,attempts,answered,rpc_calls,ptp_calls,talk_seconds,contact_rate,rpc_rate,ptp_rate,session_hours,descriptive_only
2026-02,AGT0000561,25,3,1.0,0.0,6934.0,0.12,0.3333333333333333,0.0,12.394444444444444,1
2026-02,AGT0000562,12,3,1.0,0.0,4109.0,0.25,0.3333333333333333,0.0,2.961388888888889,1
2026-02,AGT0000563,10,1,0.0,0.0,7825.0,0.1,0.0,,4.123888888888889,1
2026-02,AGT0000564,16,3,0.0,0.0,4464.0,0.1875,0.0,,19.877222222222223,1
2026-02,AGT0000565,15,5,0.0,0.0,4990.0,0.3333333333333333,0.0,,9.456944444444446,1
2026-02,AGT0000566,20,5,1.0,1.0,3033.0,0.25,0.2,1.0,,1
2026-02,AGT0000567,11,3,1.0,0.0,7018.0,0.2727272727272727,0.3333333333333333,0.0,22.923055555555557,1
2026-02,AGT0000568,9,1,1.0,1.0,3698.0,0.1111111111111111,1.0,1.0,9.164722222222222,1
2026-02,AGT0000569,15,3,1.0,0.0,5552.0,0.2,0.3333333333333333,0.0,13.17361111111111,1
2026-02,AGT0000570,10,0,1.0,0.0,4506.0,0.0,,0.0,19.381944444444443,1
2026-02,AGT0000571,17,1,0.0,0.0,6781.0,0.058823529411764705,0.0,,8.513333333333334,1
2026-02,AGT0000572,16,5,0.0,0.0,2976.0,0.3125,0.0,,14.645277777777778,1
2026-02,AGT0000573,10,2,1.0,1.0,5296.0,0.2,0.5,1.0,8.95111111111111,1
2026-02,AGT0000574,17,6,1.0,0.0,5477.0,0.35294117647058826,0.16666666666666666,0.0,20.64472222222222,1
2026-02,AGT0000575,15,1,1.0,0.0,2894.0,0.06666666666666667,1.0,0.0,12.638333333333334,1
2026-02,AGT0000576,14,4,0.0,0.0,3170.0,0.2857142857142857,0.0,,8.836388888888889,1
2026-02,AGT0000577,23,5,2.0,2.0,8038.0,0.21739130434782608,0.4,1.0,18.79111111111111,1
2026-02,AGT0000578,6,3,1.0,1.0,6200.0,0.5,0.3333333333333333,1.0,8.155555555555555,1
2026-02,AGT0000579,15,1,0.0,0.0,2034.0,0.06666666666666667,0.0,,,1
2026-02,AGT0000580,26,4,0.0,0.0,6053.0,0.15384615384615385,0.0,,5.978611111111111,1
2026-02,AGT0000581,13,0,0.0,0.0,6960.0,0.0,,,26.276944444444446,1
2026-02,AGT0000582,14,1,1.0,0.0,3446.0,0.07142857142857142,1.0,0.0,,1
2026-02,AGT0000583,21,3,1.0,0.0,2741.0,0.14285714285714285,0.3333333333333333,0.0,10.002222222222223,1
2026-02,AGT0000584,18,3,3.0,2.0,5228.0,0.16666666666666666,1.0,0.6666666666666666,,1
2026-02,AGT0000585,13,3,0.0,0.0,4816.0,0.23076923076923078,0.0,,11.281944444444445,1
2026-02,AGT0000586,14,2,0.0,0.0,4970.0,0.14285714285714285,0.0,,,1
2026-02,AGT0000587,27,6,1.0,0.0,4545.0,0.2222222222222222,0.16666666666666666,0.0,8.637777777777778,1
2026-02,AGT0000588,20,3,0.0,0.0,5912.0,0.15,0.0,,11.97638888888889,1
2026-02,AGT0000589,10,0,0.0,0.0,4894.0,0.0,,,,1
2026-02,AGT0000590,15,4,1.0,0.0,6580.0,0.26666666666666666,0.25,0.0,,1
2026-02,AGT0000591,16,2,0.0,0.0,3997.0,0.125,0.0,,,1
2026-02,AGT0000592,13,3,1.0,0.0,6679.0,0.23076923076923078,0.3333333333333333,0.0,6.2572222222222225,1
2026-02,AGT0000593,21,4,1.0,1.0,5682.0,0.19047619047619047,0.25,1.0,3.8980555555555556,1
2026-02,AGT0000594,20,4,1.0,0.0,7603.0,0.2,0.25,0.0,7.3950000000000005,1
2026-02,AGT0000595,20,3,0.0,0.0,4997.0,0.15,0.0,,18.005555555555553,1
2026-02,AGT0000596,15,4,0.0,0.0,2337.0,0.26666666666666666,0.0,,27.519166666666667,1
2026-02,AGT0000597,17,5,0.0,0.0,2811.0,0.29411764705882354,0.0,,0.6697222222222222,1
2026-02,AGT0000598,14,1,1.0,1.0,5397.0,0.07142857142857142,1.0,1.0,26.20388888888889,1
2026-02,AGT0000599,13,3,1.0,0.0,8296.0,0.23076923076923078,0.3333333333333333,0.0,8.604444444444445,1
2026-02,AGT0000600,11,6,0.0,0.0,6238.0,0.5454545454545454,0.0,,4.743888888888889,1
2026-02,AGT0000601,18,2,2.0,2.0,4578.0,0.1111111111111111,1.0,1.0,11.203333333333333,1
2026-02,AGT0000602,17,3,2.0,0.0,6755.0,0.17647058823529413,0.6666666666666666,0.0,6.220555555555556,1
2026-02,AGT0000603,15,2,0.0,0.0,6480.0,0.13333333333333333,0.0,,16.809722222222224,1
2026-02,AGT0000604,22,3,1.0,0.0,7736.0,0.13636363636363635,0.3333333333333333,0.0,5.396111111111111,1
2026-02,AGT0000605,9,1,1.0,0.0,5525.0,0.1111111111111111,1.0,0.0,3.584722222222222,1
2026-02,AGT0000606,19,3,1.0,0.0,8455.0,0.15789473684210525,0.3333333333333333,0.0,22.471666666666664,1
2026-02,AGT0000607,14,2,2.0,0.0,7335.0,0.14285714285714285,1.0,0.0,17.526944444444446,1
2026-02,AGT0000608,11,1,2.0,1.0,5496.0,0.09090909090909091,2.0,0.5,20.749444444444443,1
2026-02,AGT0000609,21,4,0.0,0.0,5391.0,0.19047619047619047,0.0,,,1
2026-02,AGT0000610,13,5,0.0,0.0,6714.0,0.38461538461538464,0.0,,8.341666666666667,1
2026-02,AGT0000611,14,1,1.0,1.0,5403.0,0.07142857142857142,1.0,1.0,6.049722222222222,1
2026-02,AGT0000612,16,5,2.0,0.0,2797.0,0.3125,0.4,0.0,3.321111111111111,1
2026-02,AGT0000613,12,1,0.0,0.0,3392.0,0.08333333333333333,0.0,,17.700277777777778,1
2026-02,AGT0000614,18,4,0.0,0.0,6022.0,0.2222222222222222,0.0,,20.865833333333335,1
2026-02,AGT0000615,13,0,1.0,0.0,6605.0,0.0,,0.0,12.571944444444444,1
2026-02,AGT0000616,18,3,0.0,0.0,3952.0,0.16666666666666666,0.0,,17.31277777777778,1
2026-02,AGT0000617,14,1,0.0,0.0,4952.0,0.07142857142857142,0.0,,25.22888888888889,1
2026-02,AGT0000618,10,2,0.0,0.0,7550.0,0.2,0.0,,,1
2026-02,AGT0000619,16,4,0.0,0.0,2847.0,0.25,0.0,,16.271944444444443,1
2026-02,AGT0000620,12,4,0.0,0.0,4591.0,0.3333333333333333,0.0,,12.08527777777778,1
2026-02,AGT0000621,21,4,0.0,0.0,6005.0,0.19047619047619047,0.0,,3.6527777777777777,1
2026-02,AGT0000622,17,2,0.0,0.0,6201.0,0.11764705882352941,0.0,,8.671388888888888,1
2026-02,AGT0000623,12,1,1.0,0.0,3201.0,0.08333333333333333,1.0,0.0,12.866388888888888,1
2026-02,AGT0000624,21,3,0.0,0.0,3693.0,0.14285714285714285,0.0,,19.6375,1
2026-02,AGT0000625,16,3,1.0,1.0,3719.0,0.1875,0.3333333333333333,1.0,19.133333333333333,1
2026-02,AGT0000626,11,0,0.0,0.0,3862.0,0.0,,,8.295,1
2026-02,AGT0000627,18,0,0.0,0.0,7335.0,0.0,,,17.607222222222223,1
2026-02,AGT0000628,22,6,1.0,1.0,3413.0,0.2727272727272727,0.16666666666666666,1.0,5.8677777777777775,1
2026-02,AGT0000629,11,1,0.0,0.0,2501.0,0.09090909090909091,0.0,,15.4875,1
2026-02,AGT0000630,23,4,1.0,0.0,2862.0,0.17391304347826086,0.25,0.0,7.5536111111111115,1
2026-02,AGT0000631,13,5,1.0,1.0,6534.0,0.38461538461538464,0.2,1.0,23.714444444444446,1
2026-02,AGT0000632,13,4,0.0,0.0,4409.0,0.3076923076923077,0.0,,20.073333333333334,1
2026-02,AGT0000633,15,4,0.0,0.0,4144.0,0.26666666666666666,0.0,,6.1433333333333335,1
2026-02,AGT0000634,14,2,0.0,0.0,7863.0,0.14285714285714285,0.0,,,1
2026-02,AGT0000635,12,0,1.0,0.0,6453.0,0.0,,0.0,22.47722222222222,1
2026-02,AGT0000636,13,2,0.0,0.0,3071.0,0.15384615384615385,0.0,,1.5752777777777778,1
2026-02,AGT0000637,12,3,1.0,0.0,3413.0,0.25,0.3333333333333333,0.0,8.664166666666667,1
2026-02,AGT0000638,12,3,0.0,0.0,5414.0,0.25,0.0,,11.31388888888889,1
2026-02,AGT0000639,22,3,1.0,1.0,5752.0,0.13636363636363635,0.3333333333333333,1.0,27.224444444444444,1
2026-02,AGT0000640,16,2,1.0,0.0,5939.0,0.125,0.5,0.0,8.554444444444444,1
2026-02,AGT0000641,14,2,0.0,0.0,8419.0,0.14285714285714285,0.0,,9.626111111111111,1
2026-02,AGT0000642,15,3,0.0,0.0,3143.0,0.2,0.0,,5.086111111111111,1
2026-02,AGT0000643,17,6,0.0,0.0,2494.0,0.35294117647058826,0.0,,7.0808333333333335,1
2026-02,AGT0000644,12,2,1.0,0.0,4132.0,0.16666666666666666,0.5,0.0,4.647777777777778,1
2026-02,AGT0000645,11,2,0.0,0.0,6901.0,0.18181818181818182,0.0,,12.918611111111112,1
2026-02,AGT0000646,18,2,1.0,1.0,2355.0,0.1111111111111111,0.5,1.0,8.193888888888889,1
2026-02,AGT0000647,13,3,0.0,0.0,3229.0,0.23076923076923078,0.0,,,1
2026-02,AGT0000648,21,6,0.0,0.0,3272.0,0.2857142857142857,0.0,,1.8725,1
2026-02,AGT0000649,20,2,0.0,0.0,4041.0,0.1,0.0,,,1
2026-02,AGT0000650,14,3,0.0,0.0,6288.0,0.21428571428571427,0.0,,7.674444444444444,1
2026-02,AGT0000651,15,1,0.0,0.0,7954.0,0.06666666666666667,0.0,,1.5144444444444445,1
2026-02,AGT0000652,17,4,0.0,0.0,4558.0,0.23529411764705882,0.0,,6.135,1
2026-02,AGT0000653,17,1,1.0,0.0,5057.0,0.058823529411764705,1.0,0.0,13.314166666666665,1
2026-02,AGT0000654,14,3,0.0,0.0,3800.0,0.21428571428571427,0.0,,36.14666666666667,1
2026-02,AGT0000655,12,3,0.0,0.0,5865.0,0.25,0.0,,13.854444444444443,1
2026-02,AGT0000656,13,2,0.0,0.0,3610.0,0.15384615384615385,0.0,,,1
2026-02,AGT0000657,14,3,1.0,1.0,4190.0,0.21428571428571427,0.3333333333333333,1.0,38.68527777777778,1
2026-02,AGT0000658,11,0,0.0,0.0,6079.0,0.0,,,13.754166666666666,1
2026-02,AGT0000659,18,5,0.0,0.0,3262.0,0.2777777777777778,0.0,,,1
2026-02,AGT0000660,21,6,0.0,0.0,5972.0,0.2857142857142857,0.0,,6.582222222222222,1
2026-02,AGT0000661,16,1,0.0,0.0,2264.0,0.0625,0.0,,19.79722222222222,1
2026-02,AGT0000662,14,3,0.0,0.0,4054.0,0.21428571428571427,0.0,,,1
2026-02,AGT0000663,12,1,0.0,0.0,2882.0,0.08333333333333333,0.0,,,1
2026-02,AGT0000664,16,6,0.0,0.0,2817.0,0.375,0.0,,21.668055555555554,1
2026-02,AGT0000665,15,3,1.0,1.0,3703.0,0.2,0.3333333333333333,1.0,7.956388888888888,1
2026-02,AGT0000666,10,0,0.0,0.0,1770.0,0.0,,,3.5494444444444446,1
2026-02,AGT0000667,14,3,0.0,0.0,5012.0,0.21428571428571427,0.0,,7.702500000000001,1
2026-02,AGT0000668,14,0,0.0,0.0,4873.0,0.0,,,4.005,1
2026-02,AGT0000669,20,5,0.0,0.0,3990.0,0.25,0.0,,6.918888888888889,1
2026-02,AGT0000670,17,3,0.0,0.0,4136.0,0.17647058823529413,0.0,,1.5219444444444445,1
2026-02,AGT0000671,26,5,0.0,0.0,4774.0,0.19230769230769232,0.0,,12.320833333333335,1
2026-02,AGT0000672,16,1,0.0,0.0,6589.0,0.0625,0.0,,22.615833333333335,1
2026-02,AGT0000673,14,4,0.0,0.0,7984.0,0.2857142857142857,0.0,,16.300555555555555,1
2026-02,AGT0000674,18,4,1.0,0.0,3183.0,0.2222222222222222,0.25,0.0,,1
2026-02,AGT0000675,17,5,1.0,0.0,7368.0,0.29411764705882354,0.2,0.0,,1
2026-02,AGT0000676,13,5,0.0,0.0,3979.0,0.38461538461538464,0.0,,,1
2026-02,AGT0000677,13,2,0.0,0.0,6309.0,0.15384615384615385,0.0,,,1
2026-02,AGT0000678,9,3,0.0,0.0,3744.0,0.3333333333333333,0.0,,7.928611111111111,1
2026-02,AGT0000679,14,0,0.0,0.0,2317.0,0.0,,,13.8025,1
2026-02,AGT0000680,12,2,0.0,0.0,4541.0,0.16666666666666666,0.0,,13.479166666666668,1
2026-02,AGT0000681,11,2,1.0,1.0,6112.0,0.18181818181818182,0.5,1.0,4.165555555555556,1
2026-02,AGT0000682,20,4,0.0,0.0,8876.0,0.2,0.0,,23.337777777777777,1
2026-02,AGT0000683,16,3,0.0,0.0,4580.0,0.1875,0.0,,4.3125,1
2026-02,AGT0000684,12,1,0.0,0.0,6391.0,0.08333333333333333,0.0,,19.856388888888887,1
2026-02,AGT0000685,20,3,1.0,0.0,4011.0,0.15,0.3333333333333333,0.0,10.915555555555555,1
2026-02,AGT0000686,14,4,1.0,0.0,3359.0,0.2857142857142857,0.25,0.0,,1
2026-02,AGT0000687,11,1,0.0,0.0,5685.0,0.09090909090909091,0.0,,,1
2026-02,AGT0000688,21,6,0.0,0.0,6824.0,0.2857142857142857,0.0,,14.513055555555555,1
2026-02,AGT0000689,20,0,1.0,1.0,5225.0,0.0,,1.0,9.003055555555555,1
2026-02,AGT0000690,22,5,0.0,0.0,6660.0,0.22727272727272727,0.0,,12.321111111111112,1
2026-02,AGT0000691,18,1,0.0,0.0,4622.0,0.05555555555555555,0.0,,,1
2026-02,AGT0000692,17,4,1.0,0.0,2793.0,0.23529411764705882,0.25,0.0,6.0925,1
2026-02,AGT0000693,15,4,1.0,0.0,7829.0,0.26666666666666666,0.25,0.0,32.409166666666664,1
2026-02,AGT0000694,15,4,0.0,0.0,2613.0,0.26666666666666666,0.0,,13.98611111111111,1
2026-02,AGT0000695,15,5,1.0,0.0,6248.0,0.3333333333333333,0.2,0.0,,1
2026-02,AGT0000696,15,2,2.0,1.0,6922.0,0.13333333333333333,1.0,0.5,14.02138888888889,1
2026-02,AGT0000697,12,2,0.0,0.0,7123.0,0.16666666666666666,0.0,,28.980833333333333,1
2026-02,AGT0000698,16,2,0.0,0.0,3212.0,0.125,0.0,,12.83361111111111,1
2026-02,AGT0000699,22,3,1.0,1.0,1291.0,0.13636363636363635,0.3333333333333333,1.0,18.57888888888889,1
2026-02,AGT0000700,6,0,1.0,0.0,5742.0,0.0,,0.0,,1
2026-02,AGT0000701,20,2,0.0,0.0,5504.0,0.1,0.0,,20.578333333333333,1
2026-02,AGT0000702,12,2,1.0,0.0,3453.0,0.16666666666666666,0.5,0.0,8.902777777777779,1
2026-02,AGT0000703,16,5,0.0,0.0,6013.0,0.3125,0.0,,6.517222222222221,1
2026-02,AGT0000704,16,2,1.0,0.0,6286.0,0.125,0.5,0.0,12.180833333333332,1
2026-02,AGT0000705,14,4,1.0,1.0,5565.0,0.2857142857142857,0.25,1.0,12.982222222222221,1
2026-02,AGT0000706,21,6,1.0,1.0,5360.0,0.2857142857142857,0.16666666666666666,1.0,34.339166666666664,1
2026-02,AGT0000707,15,4,0.0,0.0,4820.0,0.26666666666666666,0.0,,7.5475,1
2026-02,AGT0000708,14,3,1.0,0.0,4309.0,0.21428571428571427,0.3333333333333333,0.0,9.019166666666667,1
2026-02,AGT0000709,24,7,1.0,0.0,5217.0,0.2916666666666667,0.14285714285714285,0.0,21.08972222222222,1
2026-02,AGT0000710,17,3,1.0,1.0,6480.0,0.17647058823529413,0.3333333333333333,1.0,35.36194444444444,1
2026-02,AGT0000711,15,3,0.0,0.0,3591.0,0.2,0.0,,7.773055555555556,1
2026-02,AGT0000712,18,4,2.0,0.0,5666.0,0.2222222222222222,0.5,0.0,9.465277777777779,1
2026-02,AGT0000713,16,6,0.0,0.0,2943.0,0.375,0.0,,13.825277777777778,1
2026-02,AGT0000714,15,5,0.0,0.0,6625.0,0.3333333333333333,0.0,,,1
2026-02,AGT0000715,15,2,1.0,0.0,6960.0,0.13333333333333333,0.5,0.0,6.441944444444444,1
2026-02,AGT0000716,18,2,0.0,0.0,5723.0,0.1111111111111111,0.0,,9.963055555555556,1
2026-02,AGT0000717,13,6,0.0,0.0,6014.0,0.46153846153846156,0.0,,4.8213888888888885,1
2026-02,AGT0000718,9,3,1.0,1.0,2461.0,0.3333333333333333,0.3333333333333333,1.0,9.13,1
2026-02,AGT0000719,21,3,1.0,1.0,5689.0,0.14285714285714285,0.3333333333333333,1.0,3.700833333333333,1
2026-02,AGT0000720,12,2,0.0,0.0,2134.0,0.16666666666666666,0.0,,2.8119444444444444,1
2026-02,AGT0000721,13,3,0.0,0.0,5778.0,0.23076923076923078,0.0,,,1
2026-02,AGT0000722,15,3,0.0,0.0,5212.0,0.2,0.0,,14.11138888888889,1
2026-02,AGT0000723,27,5,1.0,0.0,5974.0,0.18518518518518517,0.2,0.0,9.787222222222223,1
2026-02,AGT0000724,15,2,1.0,0.0,5870.0,0.13333333333333333,0.5,0.0,1.015,1
2026-02,AGT0000725,12,1,1.0,0.0,7007.0,0.08333333333333333,1.0,0.0,19.34388888888889,1
2026-02,AGT0000726,18,3,0.0,0.0,5917.0,0.16666666666666666,0.0,,1.8094444444444444,1
2026-02,AGT0000727,22,5,0.0,0.0,5787.0,0.22727272727272727,0.0,,20.78861111111111,1
2026-02,AGT0000728,15,0,0.0,0.0,2683.0,0.0,,,17.50888888888889,1
2026-02,AGT0000729,16,2,0.0,0.0,8665.0,0.125,0.0,,13.469999999999999,1
2026-02,AGT0000730,17,3,1.0,0.0,3088.0,0.17647058823529413,0.3333333333333333,0.0,3.6225,1
2026-02,AGT0000731,12,1,0.0,0.0,3606.0,0.08333333333333333,0.0,,7.143888888888889,1
2026-02,AGT0000732,13,1,1.0,1.0,2907.0,0.07692307692307693,1.0,1.0,5.695,1
2026-02,AGT0000733,16,5,0.0,0.0,3960.0,0.3125,0.0,,19.933888888888887,1
2026-02,AGT0000734,14,4,1.0,0.0,6209.0,0.2857142857142857,0.25,0.0,16.08833333333333,1
2026-02,AGT0000735,16,1,0.0,0.0,5220.0,0.0625,0.0,,16.628333333333334,1
2026-02,AGT0000736,15,2,0.0,0.0,2707.0,0.13333333333333333,0.0,,25.186666666666667,1
2026-02,AGT0000737,18,7,2.0,0.0,3669.0,0.3888888888888889,0.2857142857142857,0.0,3.6558333333333333,1
2026-02,AGT0000738,15,3,0.0,0.0,5452.0,0.2,0.0,,6.065833333333333,1
2026-02,AGT0000739,14,5,0.0,0.0,2077.0,0.35714285714285715,0.0,,16.695,1
2026-02,AGT0000740,14,2,0.0,0.0,4497.0,0.14285714285714285,0.0,,13.031944444444445,1
2026-02,AGT0000741,14,2,1.0,1.0,6347.0,0.14285714285714285,0.5,1.0,11.87277777777778,1
2026-02,AGT0000742,16,2,0.0,0.0,7043.0,0.125,0.0,,14.5675,1
2026-02,AGT0000743,13,1,2.0,2.0,2745.0,0.07692307692307693,2.0,1.0,8.675,1
2026-02,AGT0000744,16,2,0.0,0.0,4605.0,0.125,0.0,,13.40861111111111,1
2026-02,AGT0000745,11,2,0.0,0.0,3586.0,0.18181818181818182,0.0,,11.127777777777778,1
2026-02,AGT0000746,11,3,0.0,0.0,6408.0,0.2727272727272727,0.0,,24.418055555555558,1
2026-02,AGT0000747,21,3,2.0,1.0,5630.0,0.14285714285714285,0.6666666666666666,0.5,10.873888888888889,1
2026-02,AGT0000748,15,2,0.0,0.0,2623.0,0.13333333333333333,0.0,,13.047222222222222,1
2026-02,AGT0000749,18,0,1.0,0.0,4723.0,0.0,,0.0,,1
2026-02,AGT0000750,16,4,0.0,0.0,3484.0,0.25,0.0,,,1
2026-02,AGT0000751,21,4,1.0,0.0,4913.0,0.19047619047619047,0.25,0.0,13.938333333333333,1
2026-02,AGT0000752,18,3,0.0,0.0,6143.0,0.16666666666666666,0.0,,9.656944444444445,1
2026-02,AGT0000753,23,4,0.0,0.0,4057.0,0.17391304347826086,0.0,,20.746666666666666,1
2026-02,AGT0000754,16,1,0.0,0.0,3637.0,0.0625,0.0,,22.48777777777778,1
2026-02,AGT0000755,12,2,0.0,0.0,5503.0,0.16666666666666666,0.0,,23.213333333333335,1
2026-02,AGT0000756,14,4,0.0,0.0,4488.0,0.2857142857142857,0.0,,,1
2026-02,AGT0000757,12,0,0.0,0.0,8422.0,0.0,,,5.128611111111111,1
2026-02,AGT0000758,17,3,0.0,0.0,3775.0,0.17647058823529413,0.0,,1.13,1
2026-02,AGT0000759,10,3,0.0,0.0,6220.0,0.3,0.0,,23.08277777777778,1
2026-02,AGT0000760,15,3,1.0,1.0,7271.0,0.2,0.3333333333333333,1.0,13.685277777777777,1
2026-02,AGT0000761,11,1,2.0,0.0,5764.0,0.09090909090909091,2.0,0.0,,1
2026-02,AGT0000762,17,4,0.0,0.0,3077.0,0.23529411764705882,0.0,,8.449444444444444,1
2026-02,AGT0000763,22,8,1.0,0.0,6221.0,0.36363636363636365,0.125,0.0,16.37611111111111,1
2026-02,AGT0000764,23,7,0.0,0.0,3202.0,0.30434782608695654,0.0,,9.371944444444445,1
2026-02,AGT0000765,20,5,2.0,0.0,4686.0,0.25,0.4,0.0,0.5416666666666666,1
2026-02,AGT0000766,17,4,1.0,0.0,9440.0,0.23529411764705882,0.25,0.0,17.52583333333333,1
2026-02,AGT0000767,18,2,0.0,0.0,3088.0,0.1111111111111111,0.0,,18.75111111111111,1
2026-02,AGT0000768,18,5,0.0,0.0,4792.0,0.2777777777777778,0.0,,,1
2026-02,AGT0000769,10,3,1.0,1.0,5491.0,0.3,0.3333333333333333,1.0,7.232777777777779,1
2026-02,AGT0000770,8,2,0.0,0.0,6017.0,0.25,0.0,,9.296666666666667,1
2026-02,AGT0000771,13,3,0.0,0.0,4531.0,0.23076923076923078,0.0,,,1
2026-02,AGT0000772,26,7,1.0,0.0,3020.0,0.2692307692307692,0.14285714285714285,0.0,13.253055555555555,1
2026-02,AGT0000773,16,3,0.0,0.0,3696.0,0.1875,0.0,,25.516111111111112,1
2026-02,AGT0000774,14,1,1.0,0.0,6996.0,0.07142857142857142,1.0,0.0,,1
2026-02,AGT0000775,22,1,0.0,0.0,5287.0,0.045454545454545456,0.0,,9.3475,1
2026-02,AGT0000776,17,3,0.0,0.0,2921.0,0.17647058823529413,0.0,,5.945833333333334,1
2026-02,AGT0000777,10,3,1.0,1.0,5624.0,0.3,0.3333333333333333,1.0,25.602222222222224,1
2026-02,AGT0000778,19,1,0.0,0.0,4483.0,0.05263157894736842,0.0,,14.993055555555555,1
2026-02,AGT0000779,20,5,2.0,0.0,4650.0,0.25,0.4,0.0,5.879444444444444,1
2026-02,AGT0000780,23,6,0.0,0.0,4108.0,0.2608695652173913,0.0,,12.82861111111111,1
2026-02,AGT0000781,12,4,1.0,1.0,3027.0,0.3333333333333333,0.25,1.0,3.386388888888889,1
2026-02,AGT0000782,13,1,0.0,0.0,4252.0,0.07692307692307693,0.0,,,1
2026-02,AGT0000783,8,0,1.0,0.0,7277.0,0.0,,0.0,37.25555555555555,1
2026-02,AGT0000784,18,3,0.0,0.0,3655.0,0.16666666666666666,0.0,,10.523888888888889,1
2026-02,AGT0000785,16,4,0.0,0.0,6092.0,0.25,0.0,,7.738333333333333,1
2026-02,AGT0000786,13,1,0.0,0.0,6940.0,0.07692307692307693,0.0,,14.496666666666666,1
2026-02,AGT0000787,19,5,0.0,0.0,3079.0,0.2631578947368421,0.0,,5.666666666666667,1
2026-02,AGT0000788,14,3,1.0,1.0,5713.0,0.21428571428571427,0.3333333333333333,1.0,16.29388888888889,1
2026-02,AGT0000789,14,4,2.0,0.0,5500.0,0.2857142857142857,0.5,0.0,,1
2026-02,AGT0000790,23,5,0.0,0.0,3889.0,0.21739130434782608,0.0,,3.2808333333333333,1
2026-02,AGT0000791,8,1,1.0,1.0,5400.0,0.125,1.0,1.0,11.691944444444445,1
2026-02,AGT0000792,18,7,0.0,0.0,4595.0,0.3888888888888889,0.0,,11.211944444444445,1
2026-02,AGT0000793,13,4,0.0,0.0,5724.0,0.3076923076923077,0.0,,13.193333333333333,1
2026-02,AGT0000794,16,3,0.0,0.0,7011.0,0.1875,0.0,,,1
2026-02,AGT0000795,13,1,1.0,0.0,4053.0,0.07692307692307693,1.0,0.0,,1
2026-02,AGT0000796,12,3,0.0,0.0,10879.0,0.25,0.0,,12.8525,1
2026-02,AGT0000797,15,2,1.0,0.0,6242.0,0.13333333333333333,0.5,0.0,32.52444444444444,1
2026-02,AGT0000798,19,5,0.0,0.0,6975.0,0.2631578947368421,0.0,,13.505833333333333,1
2026-02,AGT0000799,13,2,2.0,1.0,7455.0,0.15384615384615385,1.0,0.5,6.341388888888889,1
2026-02,AGT0000800,22,3,0.0,0.0,2362.0,0.13636363636363635,0.0,,15.320277777777777,1
2026-02,AGT0000801,18,5,0.0,0.0,3543.0,0.2777777777777778,0.0,,10.49638888888889,1
2026-02,AGT0000802,23,3,0.0,0.0,7128.0,0.13043478260869565,0.0,,3.5455555555555556,1
2026-02,AGT0000803,13,1,0.0,0.0,4054.0,0.07692307692307693,0.0,,2.278888888888889,1
2026-02,AGT0000804,19,5,0.0,0.0,5949.0,0.2631578947368421,0.0,,,1
2026-02,AGT0000805,17,2,0.0,0.0,6026.0,0.11764705882352941,0.0,,21.753055555555555,1
2026-02,AGT0000806,16,4,0.0,0.0,5032.0,0.25,0.0,,12.557777777777778,1
2026-02,AGT0000807,16,1,1.0,0.0,5897.0,0.0625,1.0,0.0,18.199444444444445,1
2026-02,AGT0000808,13,4,1.0,0.0,4040.0,0.3076923076923077,0.25,0.0,9.570555555555556,1
2026-02,AGT0000809,21,5,0.0,0.0,3593.0,0.23809523809523808,0.0,,3.4027777777777777,1
2026-02,AGT0000810,10,1,0.0,0.0,4780.0,0.1,0.0,,14.08361111111111,1
2026-02,AGT0000811,20,2,0.0,0.0,3082.0,0.1,0.0,,13.104166666666666,1
2026-02,AGT0000812,16,1,1.0,0.0,3353.0,0.0625,1.0,0.0,14.355277777777777,1
2026-02,AGT0000813,19,5,1.0,0.0,5648.0,0.2631578947368421,0.2,0.0,7.2325,1
2026-02,AGT0000814,15,3,0.0,0.0,6296.0,0.2,0.0,,22.38361111111111,1
2026-02,AGT0000815,14,6,1.0,1.0,4196.0,0.42857142857142855,0.16666666666666666,1.0,6.1930555555555555,1
2026-02,AGT0000816,14,1,0.0,0.0,3850.0,0.07142857142857142,0.0,,14.033333333333331,1
2026-02,AGT0000817,17,2,0.0,0.0,6825.0,0.11764705882352941,0.0,,14.089722222222223,1
2026-02,AGT0000818,19,6,0.0,0.0,5468.0,0.3157894736842105,0.0,,,1
2026-02,AGT0000819,15,2,0.0,0.0,8322.0,0.13333333333333333,0.0,,18.215,1
2026-02,AGT0000820,18,2,0.0,0.0,5260.0,0.1111111111111111,0.0,,5.831666666666667,1
2026-02,AGT0000821,18,4,0.0,0.0,3445.0,0.2222222222222222,0.0,,18.557777777777776,1
2026-02,AGT0000822,17,2,1.0,0.0,2278.0,0.11764705882352941,0.5,0.0,2.008888888888889,1
2026-02,AGT0000823,13,1,2.0,0.0,9065.0,0.07692307692307693,2.0,0.0,2.141111111111111,1
2026-02,AGT0000824,14,0,1.0,0.0,4720.0,0.0,,0.0,6.059444444444445,1
2026-02,AGT0000825,13,6,0.0,0.0,4474.0,0.46153846153846156,0.0,,5.871388888888889,1
2026-02,AGT0000826,17,2,1.0,0.0,4772.0,0.11764705882352941,0.5,0.0,26.009444444444444,1
2026-02,AGT0000827,14,3,2.0,1.0,7968.0,0.21428571428571427,0.6666666666666666,0.5,21.163888888888888,1
2026-02,AGT0000828,19,5,1.0,0.0,4121.0,0.2631578947368421,0.2,0.0,,1
