payment_id,account_id,borrower_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id,audited_recovery,rejection_reason
PAYMENT0015575,ACC0004558,BRW0003356,2026-02-24 12:43:57,TXN0000041978,12243.39,FAILED,CASH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0003835,ACC0007029,BRW0008523,2026-02-24 12:51:02,TXN0000047445,52309.9,SUCCESS,CASH,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0001270,ACC0028562,BRW0008931,2026-02-24 12:56:20,TXN0000030305,77450.57,PENDING,NACH,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0010930,ACC0006927,BRW0004616,2026-02-24 13:22:08,TXN0000034014,127420.14,PENDING,UPI,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0012472,ACC0020188,BRW0009146,2026-02-24 13:43:43,TXN0000057103,56036.87,PENDING,NACH,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0011590,ACC0002715,BRW0003674,2026-02-24 13:50:21,TXN0000062186,89988.0,SUCCESS,UPI,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0000883,ACC0002833,BRW0007071,2026-02-24 14:15:35,TXN0000046991,84509.61,REVERSED,CASH,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0002360,ACC0015991,BRW0010408,2026-02-24 14:28:49,TXN0000069355,62816.5,PENDING,NACH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0015040,ACC0008852,BRW0007536,2026-02-24 15:04:26,TXN0000046825,99318.88,FAILED,CASH,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0011814,ACC0010461,BRW0007189,2026-02-24 15:43:55,TXN0000009335,89750.15,FAILED,CASH,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0006551,ACC0011196,BRW0010046,2026-02-24 16:15:26,TXN0000060509,111758.73,SUCCESS,UPI,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0000918,ACC0018986,BRW0008992,2026-02-24 16:23:04,TXN0000048807,86844.17,FAILED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0009402,ACC0014767,BRW0000729,2026-02-24 16:33:47,TXN0000011559,89935.17,FAILED,CASH,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0010562,ACC0009343,BRW0000370,2026-02-24 16:35:31,TXN0000007099,58284.74,SUCCESS,CASH,VND0000014,0,AMBIGUOUS_REFERENCE
PAYMENT0017911,ACC0023079,BRW0009637,2026-02-24 16:41:01,TXN0000024513,82696.66,SUCCESS,NACH,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0013718,ACC0006774,BRW0005832,2026-02-24 17:06:20,TXN0000021226,138965.45,SUCCESS,CARD,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0017677,ACC0009492,BRW0001793,2026-02-24 17:12:13,TXN0000026730,65084.37,FAILED,UPI,VND0000008,0,NON_SUCCESS_STATUS
PAYMENT0003619,ACC0018332,BRW0011566,2026-02-24 17:39:38,TXN0000062624,104604.13,FAILED,NETBANKING,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0017464,ACC0018782,BRW0006081,2026-02-24 18:11:13,TXN0000067646,63851.38,FAILED,NETBANKING,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0018043,ACC0012978,BRW0003969,2026-02-24 18:35:54,TXN0000052523,15223.12,SUCCESS,UPI,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0006266,ACC0002145,BRW0000074,2026-02-24 18:57:06,TXN0000064310,12352.3,SUCCESS,NETBANKING,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0020499,ACC0014135,BRW0000175,2026-02-24 19:17:15,TXN0000050770,29798.63,SUCCESS,NACH,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0018285,ACC0029735,BRW0006705,2026-02-24 20:00:38,TXN0000025872,99256.11,SUCCESS,NETBANKING,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0024463,ACC0021140,BRW0006068,2026-02-24 20:03:25,TXN0000007173,7675.63,FAILED,CARD,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0023476,ACC0004876,BRW0002483,2026-02-24 20:03:27,TXN0000010032,109774.66,SUCCESS,CARD,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0000585,ACC0014551,BRW0002672,2026-02-24 21:13:24,TXN0000050483,22850.82,SUCCESS,NACH,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0023024,ACC0024551,BRW0011744,2026-02-24 21:15:45,TXN0000002281,88118.41,REVERSED,UPI,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0009873,ACC0010415,BRW0005485,2026-02-24 22:31:17,TXN0000006431,74946.3,REVERSED,NETBANKING,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0023355,ACC0000536,BRW0001938,2026-02-24 22:49:37,TXN0000033884,143507.13,SUCCESS,CASH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0004700,ACC0017917,BRW0009517,2026-02-24 23:36:49,TXN0000037089,60967.01,SUCCESS,NETBANKING,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0024252,ACC0004491,BRW0007423,2026-02-24 23:45:55,TXN0000049025,125710.37,SUCCESS,CARD,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0013848,ACC0000093,BRW0005954,2026-02-24 23:47:16,TXN0000020268,76806.42,SUCCESS,UPI,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0007966,ACC0023369,BRW0001133,2026-02-24 23:47:59,TXN0000025944,361.52,FAILED,UPI,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0024426,ACC0012629,BRW0002498,2026-02-25 00:05:13,TXN0000065285,6988.3,FAILED,NACH,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0010370,ACC0018450,BRW0007323,2026-02-25 00:45:21,TXN0000001784,9185.52,SUCCESS,CARD,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0014383,ACC0019093,BRW0009494,2026-02-25 01:02:13,TXN0000061659,45879.09,SUCCESS,NACH,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0010646,ACC0024405,BRW0003588,2026-02-25 02:00:47,TXN0000069590,35827.52,FAILED,NACH,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0011981,ACC0024593,BRW0006578,2026-02-25 02:01:01,TXN0000068694,50141.25,SUCCESS,CARD,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0020774,ACC0014900,BRW0003903,2026-02-25 02:10:47,TXN0000040680,143462.83,FAILED,NETBANKING,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0003570,ACC0003250,BRW0003401,2026-02-25 02:16:12,TXN0000055362,90026.57,FAILED,CARD,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0020222,ACC0001767,BRW0008170,2026-02-25 03:05:55,TXN0000007228,106481.85,SUCCESS,UPI,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0008290,ACC0000473,BRW0007385,2026-02-25 03:38:59,TXN0000062179,36669.6,PENDING,CARD,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0020125,ACC0005584,BRW0009190,2026-02-25 05:19:39,TXN0000061170,26196.94,FAILED,CARD,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0004206,ACC0002796,BRW0002681,2026-02-25 05:38:28,TXN0000038060,144487.27,SUCCESS,NETBANKING,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0014487,ACC0027989,BRW0007640,2026-02-25 06:04:41,TXN0000015785,143414.39,FAILED,CASH,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0015585,ACC0013017,BRW0000482,2026-02-25 06:16:08,TXN0000011648,118357.32,FAILED,CASH,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0020732,ACC0021854,BRW0009085,2026-02-25 07:42:16,TXN0000036230,124765.67,FAILED,UPI,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0003706,ACC0003708,BRW0010843,2026-02-25 08:09:04,TXN0000023613,56632.95,SUCCESS,NACH,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0023517,ACC0012439,BRW0005965,2026-02-25 08:12:45,TXN0000017471,75377.55,PENDING,NACH,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0002779,ACC0024150,BRW0007760,2026-02-25 09:48:17,TXN0000046175,65747.1,SUCCESS,NACH,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0014307,ACC0000169,BRW0011854,2026-02-25 10:03:52,TXN0000033391,79588.75,FAILED,NETBANKING,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0018895,ACC0002466,BRW0003194,2026-02-25 10:31:49,TXN0000015148,149303.69,PENDING,CASH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0015430,ACC0007748,BRW0003307,2026-02-25 10:43:40,TXN0000012726,136691.44,FAILED,CASH,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0007319,ACC0015132,BRW0002050,2026-02-25 10:51:40,TXN0000027693,80156.19,FAILED,NETBANKING,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0000826,ACC0008664,BRW0001710,2026-02-25 11:18:43,TXN0000026438,117803.51,PENDING,CARD,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0015659,ACC0011783,BRW0001656,2026-02-25 11:37:01,TXN0000051252,27200.33,SUCCESS,UPI,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0022397,ACC0012515,BRW0010930,2026-02-25 12:02:00,TXN0000000132,56286.88,SUCCESS,CARD,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0000467,ACC0006935,BRW0007162,2026-02-25 12:05:29,TXN0000038218,149182.56,REVERSED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0008159,ACC0023482,BRW0006989,2026-02-25 12:13:28,TXN0000015235,45144.23,SUCCESS,NACH,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0013679,ACC0023145,BRW0000680,2026-02-25 12:35:14,TXN0000046867,21915.2,SUCCESS,CASH,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0018138,ACC0019761,BRW0011030,2026-02-25 12:36:59,TXN0000056584,17044.88,FAILED,NETBANKING,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0009988,ACC0016160,BRW0007466,2026-02-25 12:39:13,TXN0000015103,70378.92,SUCCESS,CARD,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0005370,ACC0014536,BRW0005847,2026-02-25 12:50:10,TXN0000061360,144645.6,PENDING,CASH,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0014665,ACC0000108,BRW0005544,2026-02-25 13:12:25,TXN0000037517,35942.76,FAILED,CARD,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0004273,ACC0016199,BRW0002099,2026-02-25 13:36:30,TXN0000025621,113477.52,SUCCESS,CASH,VND0000014,0,AMBIGUOUS_REFERENCE
PAYMENT0009350,ACC0011084,BRW0003310,2026-02-25 13:46:44,TXN0000011684,129732.31,FAILED,NACH,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0020748,ACC0005952,BRW0007577,2026-02-25 14:09:35,TXN0000067235,54383.15,FAILED,NETBANKING,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0009753,ACC0000260,BRW0011362,2026-02-25 14:25:47,TXN0000004446,2696.91,SUCCESS,CASH,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0019929,ACC0004416,BRW0000589,2026-02-25 15:05:31,TXN0000063842,142905.22,SUCCESS,CARD,VND0000014,0,AMBIGUOUS_REFERENCE
PAYMENT0018444,ACC0008411,BRW0004550,2026-02-25 17:25:32,TXN0000061890,120451.74,FAILED,NACH,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0022845,ACC0025193,BRW0002866,2026-02-25 17:39:42,TXN0000014901,113269.76,SUCCESS,CASH,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0010712,ACC0020788,BRW0004979,2026-02-25 17:48:22,TXN0000010008,125575.15,FAILED,UPI,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0010523,ACC0027978,BRW0006684,2026-02-25 18:05:39,TXN0000004743,26911.57,SUCCESS,NACH,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0019369,ACC0029708,BRW0004608,2026-02-25 18:20:48,TXN0000020553,122282.52,FAILED,NETBANKING,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0001012,ACC0025345,BRW0006141,2026-02-25 19:38:50,TXN0000028231,90318.95,REVERSED,NETBANKING,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0014558,ACC0006690,BRW0005113,2026-02-25 20:00:26,TXN0000063099,131009.63,FAILED,NACH,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0021591,ACC0015095,BRW0004150,2026-02-25 20:02:48,TXN0000009667,133325.78,FAILED,CARD,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0015128,ACC0010554,BRW0010900,2026-02-25 20:45:38,TXN0000064603,65462.41,PENDING,NACH,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0024653,ACC0010387,BRW0011811,2026-02-25 20:45:49,TXN0000068755,77435.67,SUCCESS,UPI,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0007235,ACC0027509,BRW0009997,2026-02-25 21:15:04,TXN0000044257,82147.34,SUCCESS,NACH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0009372,ACC0016313,BRW0002758,2026-02-25 21:22:30,TXN0000020350,23872.25,FAILED,UPI,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0010588,ACC0004498,BRW0001810,2026-02-25 21:25:50,TXN0000056219,12146.16,SUCCESS,NETBANKING,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0018082,ACC0027061,BRW0001705,2026-02-25 21:44:03,TXN0000049916,99042.01,REVERSED,NACH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0005527,ACC0007023,BRW0006382,2026-02-25 21:54:12,TXN0000061149,141423.91,PENDING,CASH,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0012033,ACC0021631,BRW0011289,2026-02-25 22:47:51,TXN0000038992,36559.03,PENDING,CASH,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0010979,ACC0007338,BRW0010596,2026-02-25 22:55:04,TXN0000009033,39661.2,PENDING,CARD,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0019441,ACC0009717,BRW0009230,2026-02-25 23:14:41,TXN0000012804,140333.46,FAILED,NETBANKING,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0008595,ACC0013671,BRW0001296,2026-02-25 23:21:39,TXN0000066422,111216.53,FAILED,CARD,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0024725,ACC0000352,BRW0007536,2026-02-25 23:23:14,TXN0000049255,12906.05,SUCCESS,CARD,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0023976,ACC0017469,BRW0006736,2026-02-26 00:21:13,TXN0000013926,30000.54,SUCCESS,CASH,VND0000002,0,AMBIGUOUS_REFERENCE
PAYMENT0015793,ACC0013939,BRW0009073,2026-02-26 00:39:32,TXN0000051487,1019.65,SUCCESS,NETBANKING,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0012981,ACC0026228,BRW0005195,2026-02-26 01:34:04,TXN0000024609,13923.87,SUCCESS,NACH,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0022261,ACC0027570,BRW0006650,2026-02-26 02:00:05,TXN0000053704,124965.48,FAILED,CARD,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0008827,ACC0006483,BRW0004448,2026-02-26 02:12:20,TXN0000033305,124453.75,SUCCESS,NACH,VND0000008,0,AMBIGUOUS_REFERENCE
PAYMENT0017593,ACC0016933,BRW0011349,2026-02-26 02:36:37,TXN0000022142,31373.93,SUCCESS,CASH,VND0000012,0,AMBIGUOUS_REFERENCE
PAYMENT0005764,ACC0018355,BRW0000498,2026-02-26 02:40:49,TXN0000030659,42222.98,SUCCESS,NACH,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0023567,ACC0006744,BRW0006219,2026-02-26 04:17:08,TXN0000011349,52571.5,SUCCESS,CASH,VND0000001,0,AMBIGUOUS_REFERENCE
PAYMENT0013310,ACC0006166,BRW0009943,2026-02-26 04:36:46,TXN0000067647,38815.08,PENDING,CARD,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0020882,ACC0007642,BRW0007570,2026-02-26 05:51:44,TXN0000020580,136717.9,FAILED,CARD,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0003722,ACC0001367,BRW0000207,2026-02-26 07:35:03,TXN0000029834,148734.72,SUCCESS,CASH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0020939,ACC0018580,BRW0003300,2026-02-26 07:50:44,,30921.66,PENDING,CASH,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0013001,ACC0016065,BRW0002722,2026-02-26 07:56:47,TXN0000049072,70052.24,FAILED,UPI,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0001187,ACC0017148,BRW0006055,2026-02-26 09:10:00,TXN0000066849,134084.69,SUCCESS,NETBANKING,VND0000010,0,AMBIGUOUS_REFERENCE
PAYMENT0004301,ACC0028557,BRW0005051,2026-02-26 09:37:07,TXN0000011761,73157.08,FAILED,CASH,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0012555,ACC0029668,BRW0011461,2026-02-26 09:49:24,TXN0000002798,92806.67,PENDING,CARD,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0010998,ACC0029010,BRW0008598,2026-02-26 10:23:44,TXN0000065797,132904.4,SUCCESS,NETBANKING,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0010602,ACC0017162,BRW0006927,2026-02-26 11:04:41,TXN0000033659,119136.59,SUCCESS,CASH,VND0000005,0,AMBIGUOUS_REFERENCE
PAYMENT0018983,ACC0026974,BRW0001049,2026-02-26 11:10:44,TXN0000052948,11459.94,FAILED,CASH,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0015496,ACC0023592,BRW0004048,2026-02-26 12:10:10,TXN0000033365,53799.6,SUCCESS,CASH,VND0000006,0,AMBIGUOUS_REFERENCE
PAYMENT0021836,ACC0024548,BRW0009929,2026-02-26 12:55:15,TXN0000007556,25141.78,FAILED,NACH,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0021071,ACC0001167,BRW0004646,2026-02-26 13:07:52,TXN0000027527,40889.13,FAILED,CARD,VND0000013,0,NON_SUCCESS_STATUS
PAYMENT0010775,ACC0016621,BRW0009964,2026-02-26 14:17:02,TXN0000014933,144770.85,SUCCESS,CASH,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0015123,ACC0028400,BRW0003903,2026-02-26 14:34:03,TXN0000039144,145002.2,SUCCESS,UPI,VND0000011,0,AMBIGUOUS_REFERENCE
PAYMENT0009712,ACC0017732,BRW0004795,2026-02-26 14:42:50,TXN0000011852,83427.17,FAILED,CARD,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0009136,ACC0028512,BRW0002312,2026-02-26 15:11:26,TXN0000019894,19711.14,FAILED,NETBANKING,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0008868,ACC0022770,BRW0000953,2026-02-26 15:21:08,TXN0000048873,2292.88,FAILED,NACH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0014581,ACC0005798,BRW0004663,2026-02-26 15:37:40,TXN0000030062,86336.46,PENDING,CASH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0017809,ACC0007091,BRW0008365,2026-02-26 16:42:18,TXN0000003933,12821.16,FAILED,CARD,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0006942,ACC0020248,BRW0003405,2026-02-26 16:43:33,TXN0000016946,75950.71,PENDING,CASH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0001517,ACC0010373,BRW0001525,2026-02-26 17:11:04,TXN0000032559,63517.01,PENDING,CARD,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0016527,ACC0029872,BRW0007286,2026-02-26 17:26:04,TXN0000058626,93527.39,PENDING,NACH,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0019106,ACC0015692,BRW0003808,2026-02-26 17:29:18,TXN0000057932,96030.3,PENDING,CASH,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0023841,ACC0001133,BRW0008198,2026-02-26 17:42:16,TXN0000015211,3005.28,FAILED,CARD,VND0000009,0,NON_SUCCESS_STATUS
PAYMENT0003597,ACC0014145,BRW0008306,2026-02-26 18:12:53,TXN0000063195,81648.21,PENDING,CARD,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0007936,ACC0017348,BRW0011757,2026-02-26 18:22:57,TXN0000011730,115433.5,REVERSED,UPI,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0002139,ACC0025936,BRW0000142,2026-02-26 18:47:54,,103267.88,FAILED,NACH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0017394,ACC0021876,BRW0001127,2026-02-26 19:01:55,TXN0000036743,50106.59,REVERSED,NACH,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0005357,ACC0017907,BRW0001010,2026-02-26 19:30:55,TXN0000022740,105313.75,SUCCESS,NETBANKING,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0012720,ACC0003631,BRW0011257,2026-02-26 19:47:03,TXN0000003972,89690.95,SUCCESS,NETBANKING,VND0000008,0,AMBIGUOUS_REFERENCE
PAYMENT0019460,ACC0026490,BRW0005791,2026-02-26 19:48:49,TXN0000054919,67601.72,REVERSED,NETBANKING,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0007970,ACC0012112,BRW0000666,2026-02-26 20:07:26,TXN0000069410,41045.34,SUCCESS,UPI,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0001497,ACC0004891,BRW0004737,2026-02-26 20:22:34,TXN0000069509,82516.88,FAILED,UPI,VND0000005,0,NON_SUCCESS_STATUS
PAYMENT0000532,ACC0013738,BRW0010461,2026-02-26 20:29:41,TXN0000039408,130794.86,FAILED,CARD,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0017229,ACC0029031,BRW0010651,2026-02-26 20:30:16,TXN0000041912,36189.96,SUCCESS,NETBANKING,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0012810,ACC0000625,BRW0008370,2026-02-26 20:34:54,TXN0000013135,82514.23,FAILED,CARD,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0017160,ACC0024583,BRW0003244,2026-02-26 20:41:34,TXN0000046094,46659.37,PENDING,NACH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0019931,ACC0006840,BRW0000375,2026-02-26 21:09:25,TXN0000004001,101851.88,SUCCESS,UPI,VND0000008,0,AMBIGUOUS_REFERENCE
PAYMENT0000237,ACC0016962,BRW0011851,2026-02-26 23:36:43,TXN0000063355,8342.72,SUCCESS,UPI,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0002916,ACC0004103,BRW0003574,2026-02-27 00:07:19,TXN0000051328,79448.07,FAILED,CASH,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0007058,ACC0028959,BRW0009125,2026-02-27 00:24:35,TXN0000041683,127436.44,SUCCESS,NETBANKING,VND0000008,0,AMBIGUOUS_REFERENCE
PAYMENT0013892,ACC0002848,BRW0000025,2026-02-27 00:36:47,TXN0000068956,40696.27,SUCCESS,NACH,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0000001,ACC0015539,BRW0011363,2026-02-27 01:28:12,TXN0000007457,22433.23,FAILED,CARD,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0024250,ACC0014218,BRW0001854,2026-02-27 01:49:16,TXN0000030819,107787.92,PENDING,CARD,VND0000014,0,NON_SUCCESS_STATUS
PAYMENT0010073,ACC0006557,BRW0004695,2026-02-27 02:44:43,TXN0000051649,24343.74,FAILED,CARD,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0024438,ACC0018025,BRW0007630,2026-02-27 02:48:42,TXN0000038749,77681.53,PENDING,UPI,VND0000011,0,NON_SUCCESS_STATUS
PAYMENT0011401,ACC0015943,BRW0010101,2026-02-27 03:24:27,TXN0000063932,12004.55,PENDING,CARD,VND0000010,0,NON_SUCCESS_STATUS
PAYMENT0013798,ACC0028588,BRW0010476,2026-02-27 04:38:28,TXN0000023695,107097.46,SUCCESS,NACH,VND0000004,0,AMBIGUOUS_REFERENCE
PAYMENT0011005,ACC0023182,BRW0005994,2026-02-27 04:43:40,TXN0000013518,140429.99,SUCCESS,UPI,VND0000013,0,AMBIGUOUS_REFERENCE
PAYMENT0005805,ACC0011166,BRW0003283,2026-02-27 05:03:29,TXN0000018922,83633.17,REVERSED,NETBANKING,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0006177,ACC0011855,BRW0011949,2026-02-27 06:03:10,TXN0000015097,147608.87,FAILED,UPI,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0008402,ACC0005020,BRW0003595,2026-02-27 06:21:14,TXN0000054563,73018.07,REVERSED,CASH,VND0000007,0,NON_SUCCESS_STATUS
PAYMENT0008560,ACC0015426,BRW0010539,2026-02-27 06:39:03,TXN0000027220,86019.57,PENDING,NETBANKING,VND0000001,0,NON_SUCCESS_STATUS
PAYMENT0017915,ACC0018350,BRW0005740,2026-02-27 06:44:02,TXN0000019086,124706.39,SUCCESS,NETBANKING,VND0000007,0,AMBIGUOUS_REFERENCE
PAYMENT0012345,ACC0017926,BRW0000578,2026-02-27 06:47:48,TXN0000016428,59319.69,PENDING,NACH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0014852,ACC0025460,BRW0003258,2026-02-27 08:00:08,TXN0000039774,74606.52,FAILED,UPI,VND0000004,0,NON_SUCCESS_STATUS
PAYMENT0003420,ACC0022601,BRW0011053,2026-02-27 08:22:05,TXN0000003128,60993.02,REVERSED,CASH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0006556,ACC0014640,BRW0004008,2026-02-27 08:40:14,TXN0000059545,47136.71,SUCCESS,CARD,VND0000009,0,AMBIGUOUS_REFERENCE
PAYMENT0000032,ACC0025921,BRW0005481,2026-02-27 09:24:31,TXN0000033075,1416.01,FAILED,NACH,VND0000003,0,NON_SUCCESS_STATUS
PAYMENT0024568,ACC0012283,BRW0002512,2026-02-27 09:30:22,TXN0000037565,143601.41,PENDING,NETBANKING,VND0000015,0,NON_SUCCESS_STATUS
PAYMENT0023344,ACC0025717,BRW0010765,2026-02-27 09:34:35,TXN0000045644,70097.17,FAILED,CASH,VND0000002,0,NON_SUCCESS_STATUS
PAYMENT0010076,ACC0027703,BRW0010335,2026-02-27 09:44:48,,64457.86,REVERSED,UPI,VND0000006,0,NON_SUCCESS_STATUS
PAYMENT0017021,ACC0003577,BRW0004813,2026-02-27 10:37:34,TXN0000024854,109696.72,SUCCESS,CARD,VND0000015,0,AMBIGUOUS_REFERENCE
PAYMENT0000124,ACC0011628,BRW0011723,2026-02-27 10:37:38,TXN0000010911,133659.09,SUCCESS,CARD,VND0000003,0,AMBIGUOUS_REFERENCE
PAYMENT0008533,ACC0029271,BRW0009557,2026-02-27 10:40:13,TXN0000003630,75213.49,PENDING,CASH,VND0000012,0,NON_SUCCESS_STATUS
PAYMENT0005707,ACC0002871,BRW0002937,2026-02-27 11:24:44,TXN0000013451,125094.28,FAILED,CARD,VND0000010,0,NON_SUCCESS_STATUS
